hour,day,hour_of_day,baseline_load,plotted_target_load,rllib_independent_ppo,rllib_sac
368,16,8,66.76689147949219,50.15172543847916,44.65014272928238,61.27138406038284
369,16,9,61.223758697509766,50.15172543847916,58.11987727880478,63.24709093570709
370,16,10,69.43760681152344,50.15172543847916,31.940826416015625,39.38459575176239
371,16,11,66.7200698852539,50.15172543847916,35.57347059249878,22.34504806995392
372,16,12,65.62936401367188,50.15172543847916,28.220587015151978,19.390695333480835
373,16,13,71.00839233398438,50.15172543847916,12.473963856697084,-4.932430505752564
374,16,14,72.00782775878906,50.15172543847916,89.93820822238922,77.4767951965332
375,16,15,79.37616729736328,50.15172543847916,117.93025171756744,96.41595888137816
376,16,16,97.36740112304688,50.15172543847916,129.2454273700714,109.44671189785004
377,16,17,108.5020751953125,50.15172543847916,149.23889899253845,128.8292465209961
378,16,18,125.44942474365234,50.15172543847916,143.99715280532837,123.17923402786256
379,16,19,118.01306915283205,50.15172543847916,144.23422050476074,118.92736995220184
380,16,20,118.24507904052734,50.15172543847916,146.81709551811218,117.10496938228609
381,16,21,120.76683044433594,50.15172543847916,152.48977613449097,118.7063374519348
382,16,22,119.84837341308594,50.15172543847916,151.29164457321167,115.30003154277802
383,16,23,112.10393524169922,50.15172543847916,152.35544323921204,120.2529788017273
384,17,0,109.98928833007812,81.06656552196667,160.88027620315552,123.55457389354706
385,17,1,112.37775421142578,81.06656552196667,165.03586173057556,122.40965700149536
386,17,2,116.51451110839844,81.06656552196667,168.30190443992615,116.3370804786682
387,17,3,121.74144744873048,81.06656552196667,178.11329054832458,124.6092096567154
388,17,4,136.19505310058594,81.06656552196667,183.5723385810852,130.8846869468689
389,17,5,145.40960693359375,81.06656552196667,169.70209741592407,129.28022372722626
390,17,6,145.3717498779297,81.06656552196667,184.6620945930481,145.3472262620926
391,17,7,161.47203063964844,81.06656552196667,188.71962118148804,149.5962085723877
392,17,8,165.1212921142578,81.06656552196667,156.77253198623657,121.66442227363586
393,17,9,152.3241729736328,81.06656552196667,139.31994697451591,110.88351708650588
394,17,10,148.8159942626953,81.06656552196667,75.07568752765656,45.03204941749573
395,17,11,154.54879760742188,81.06656552196667,53.47576069831848,40.237305760383606
396,17,12,152.77688598632812,81.06656552196667,42.29426193237305,29.98453187942505
397,17,13,122.25841522216795,81.06656552196667,54.125959157943726,44.0675595998764
398,17,14,91.59080505371094,81.06656552196667,82.30986416339874,64.69084924459457
399,17,15,90.01214599609375,81.06656552196667,103.2577097415924,82.780810713768
400,17,16,90.17408752441406,81.06656552196667,132.86142843961716,109.92258894443512
401,17,17,106.76130676269533,81.06656552196667,137.59178185462952,114.9764654636383
402,17,18,109.72970581054688,81.06656552196667,133.29963564872742,109.9186508655548
403,17,19,107.01849365234376,81.06656552196667,131.75138449668884,110.25177454948424
404,17,20,102.26530456542967,81.06656552196667,135.80510139465332,117.14860594272614
405,17,21,102.36077117919922,81.06656552196667,122.86260795593262,106.10725665092468
406,17,22,91.37622833251952,81.06656552196667,119.57486152648926,103.5929799079895
407,17,23,89.84978485107422,81.06656552196667,121.55035352706908,100.78653073310852
408,18,0,85.78440856933594,63.48714293325,124.02069807052612,103.68948769569396
409,18,1,84.70230865478516,63.48714293325,124.85472583770752,100.85324335098268
410,18,2,79.75355529785156,63.48714293325,123.3455708026886,101.95874869823456
411,18,3,79.0567855834961,63.48714293325,123.0805081129074,101.49811577796936
412,18,4,80.46321868896484,63.48714293325,122.41068947315216,102.52010440826416
413,18,5,86.46700286865234,63.48714293325,139.90867853164673,124.94732880592346
414,18,6,107.00365447998048,63.48714293325,138.53334140777588,118.75152349472046
415,18,7,114.16075897216795,63.48714293325,125.76876497268675,98.90324932336809
416,18,8,115.22586822509766,63.48714293325,124.97265982627869,106.44348686933516
417,18,9,130.22459411621094,63.48714293325,69.26046478748322,48.042123794555664
418,18,10,99.16029357910156,63.48714293325,35.86962568759918,20.04169452190399
419,18,11,88.4161605834961,63.48714293325,29.79624605178833,17.773768663406372
420,18,12,88.6089096069336,63.48714293325,106.58639883995056,90.94345074892044
421,18,13,124.38429260253906,63.48714293325,79.57329416275024,64.58940088748932
422,18,14,90.00718688964844,63.48714293325,70.92535877227783,56.0038965344429
423,18,15,79.17961883544922,63.48714293325,105.59007048606873,87.68636286258698
424,18,16,87.49785614013672,63.48714293325,125.7231423854828,107.89292514324188
425,18,17,100.12535858154295,63.48714293325,127.72675108909608,107.62593591213226
426,18,18,102.05941009521484,63.48714293325,126.33347618579865,102.974667429924
427,18,19,98.02061462402344,63.48714293325,141.47794365882874,124.05846893787384
428,18,20,113.17389678955078,63.48714293325,126.5244015455246,113.64370369911194
429,18,21,101.2408447265625,63.48714293325,133.70946073532104,117.2457548379898
430,18,22,98.97335052490234,63.48714293325,117.23885726928712,104.3622454404831
431,18,23,79.11803436279297,63.48714293325,121.09960079193117,106.1067991256714
432,19,0,84.13113403320312,46.068102811816665,119.80242967605592,100.0172642469406
433,19,1,80.15221405029297,46.068102811816665,121.20302867889404,108.71685087680817
434,19,2,79.83261108398438,46.068102811816665,117.85035371780396,109.58525657653809
435,19,3,81.32964324951172,46.068102811816665,125.9102532863617,107.20571672916412
436,19,4,84.37615966796875,46.068102811816665,131.83965063095093,116.11703562736513
437,19,5,92.20836639404295,46.068102811816665,141.59663128852844,124.65622544288637
438,19,6,106.4215850830078,46.068102811816665,122.6322774887085,101.61458081007004
439,19,7,104.27645874023438,46.068102811816665,83.92534160614014,73.50639164447784
440,19,8,105.28225708007812,46.068102811816665,30.86939370632172,28.38778614997864
441,19,9,96.86707305908205,46.068102811816665,-16.861467123031616,-20.736040472984318
442,19,10,90.50980377197266,46.068102811816665,-13.29853868484497,-8.420485258102417
443,19,11,107.5627212524414,46.068102811816665,-42.50860095024109,-33.674469232559204
444,19,12,67.61375427246094,46.068102811816665,-64.20313966274261,-48.51873862743378
445,19,13,62.92708206176758,46.068102811816665,-33.59445655345917,-17.542889714241028
446,19,14,61.05606842041016,46.068102811816665,55.160802721977234,68.07473659515381
447,19,15,62.84028625488281,46.068102811816665,65.21338866651058,66.84233784675598
448,19,16,60.681034088134766,46.068102811816665,91.80314165353776,91.09565818309784
449,19,17,83.90052032470703,46.068102811816665,91.14343410730362,86.00821709632874
450,19,18,82.25052642822266,46.068102811816665,98.4145129919052,90.64812004566193
451,19,19,85.46473693847656,46.068102811816665,106.73409950733183,96.98515021800996
452,19,20,89.05059814453125,46.068102811816665,89.84903180599213,80.6855486035347
453,19,21,69.06314849853516,46.068102811816665,96.50051593780518,85.82559931278229
454,19,22,70.07445526123047,46.068102811816665,85.0093400478363,73.87027907371521
455,19,23,53.64989471435547,46.068102811816665,82.06546866893768,69.81316429376602
456,20,0,50.3849983215332,41.165601924820834,88.17362475395203,73.10515284538269
457,20,1,51.18864059448242,41.165601924820834,100.47676682472228,85.946014046669
458,20,2,59.71943283081055,41.165601924820834,85.59887075424194,72.61192762851715
459,20,3,47.978153228759766,41.165601924820834,95.14582002162932,83.84669888019562
460,20,4,54.45511245727539,41.165601924820834,95.0927633047104,87.27738988399506
461,20,5,56.51552963256836,41.165601924820834,98.38481244444849,95.13870227336884
462,20,6,66.92340850830078,41.165601924820834,89.40699917078018,89.5554866194725
463,20,7,70.50196838378906,41.165601924820834,77.33178827166557,76.80106538534164
464,20,8,72.14820098876953,41.165601924820834,38.57898163795471,34.25441926717758
465,20,9,66.2620620727539,41.165601924820834,14.259570479393004,14.355034351348875
466,20,10,56.26852798461914,41.165601924820834,1.3694440126419067,4.038454651832581
467,20,11,50.58027267456055,41.165601924820834,31.863109827041622,34.166481494903564
468,20,12,47.81133270263672,41.165601924820834,18.897394835948944,27.836622834205627
469,20,13,51.9427490234375,41.165601924820834,51.65924280881882,59.55239054560661
470,20,14,52.5656852722168,41.165601924820834,55.69832479953766,67.20469889044762
471,20,15,57.35149383544922,41.165601924820834,58.55462288856506,70.9112703204155
472,20,16,51.97703170776367,41.165601924820834,73.44673466682434,86.94616466760635
473,20,17,62.74883270263672,41.165601924820834,72.34912604093552,82.44726622104645
474,20,18,57.60825729370117,41.165601924820834,70.01063334941864,84.54340028762817
475,20,19,55.77864837646485,41.165601924820834,62.874121487140656,74.40216982364655
476,20,20,41.94115447998047,41.165601924820834,58.582948327064514,75.63145411014557
477,20,21,46.1693115234375,41.165601924820834,51.18264344334602,69.46110355854034
478,20,22,34.30612564086914,41.165601924820834,46.29711380600929,61.72044622898102
479,20,23,26.05771255493164,41.165601924820834,45.193412095308304,59.72816717624664
480,21,0,20.290678024291992,32.352004676662496,40.72228127717972,59.4057776927948
481,21,1,22.562475204467773,32.352004676662496,43.90131860971451,60.84080868959427
482,21,2,19.979167938232425,32.352004676662496,34.83557632565498,65.19607084989548
483,21,3,20.619497299194336,32.352004676662496,44.52353972196579,77.81796604394913
484,21,4,24.41485977172852,32.352004676662496,56.40416920185089,90.82521790266036
485,21,5,44.56306076049805,32.352004676662496,53.32510980963707,90.6932886838913
486,21,6,46.42192840576172,32.352004676662496,41.06785370409489,70.71292859315872
487,21,7,40.72792816162109,32.352004676662496,5.6262209713459015,34.91786062717438
488,21,8,36.12666702270508,32.352004676662496,-30.449354350566864,2.6414949893951416
489,21,9,42.30685424804688,32.352004676662496,-58.60461950302124,-22.79619717597961
490,21,10,33.3382682800293,32.352004676662496,-77.97602140903473,-42.31607007980347
491,21,11,28.442781448364254,32.352004676662496,-14.90911054611206,20.723089933395386
492,21,12,37.67508316040039,32.352004676662496,17.01512834429741,46.302112460136414
493,21,13,46.44404602050781,32.352004676662496,12.1843740940094,37.210379898548126
494,21,14,32.40142822265625,32.352004676662496,44.52218456566334,64.73825997114182
495,21,15,38.53913116455078,32.352004676662496,69.44015324115753,86.48704594373703
496,21,16,58.2510986328125,32.352004676662496,83.72756826877594,99.54250276088716
497,21,17,79.17549133300781,32.352004676662496,88.03297924995422,94.41015481948853
498,21,18,70.06909942626953,32.352004676662496,108.6375629901886,108.55962705612184
499,21,19,83.34078979492188,32.352004676662496,101.25670564174652,96.59322381019592
500,21,20,74.35028839111328,32.352004676662496,109.59581100940704,98.27592694759367
501,21,21,76.25001525878906,32.352004676662496,111.89417254924774,102.54380357265472
502,21,22,81.84807586669922,32.352004676662496,104.78890717029572,96.39665913581848
503,21,23,75.81649780273438,32.352004676662496,107.11955559253693,98.63681054115295
504,22,0,77.50985717773438,73.539249575,113.92518603801727,98.95975947380066
505,22,1,74.49581146240234,73.539249575,113.79360735416412,103.30199694633484
506,22,2,79.60541534423828,73.539249575,124.62465119361876,103.1796169281006
507,22,3,81.83977508544922,73.539249575,126.86585783958436,112.65320491790771
508,22,4,92.92958068847656,73.539249575,132.96627414226532,112.43302869796752
509,22,5,93.11831665039062,73.539249575,139.72882544994354,125.88596594333649
510,22,6,115.0520477294922,73.539249575,141.02394580841064,122.01555645465852
511,22,7,116.41493225097656,73.539249575,140.77820086479187,116.88299709558488
512,22,8,120.85983276367188,73.539249575,132.98807406425476,104.72510862350464
513,22,9,117.09041595458984,73.539249575,113.33461779356004,89.38081300258636
514,22,10,115.26864624023438,73.539249575,105.34529840946198,75.75667852163315
515,22,11,114.63185119628906,73.539249575,105.9112868309021,78.76802319288254
516,22,12,109.6107406616211,73.539249575,108.55284690856934,81.50136971473694
517,22,13,110.803466796875,73.539249575,111.937349319458,86.25377655029297
518,22,14,105.67070770263672,73.539249575,131.14960479736328,99.43558609485626
519,22,15,113.53235626220705,73.539249575,139.76295459270477,110.94057047367096
520,22,16,113.59710693359376,73.539249575,135.1387219429016,105.413055062294
521,22,17,110.61641693115234,73.539249575,155.35506868362427,120.70936059951782
522,22,18,127.1244888305664,73.539249575,170.82783102989197,134.87447488307953
523,22,19,137.0124969482422,73.539249575,172.4765121936798,137.81031024456024
524,22,20,142.36538696289062,73.539249575,170.28084325790405,135.08397114276886
525,22,21,136.34695434570312,73.539249575,167.4550895690918,128.75495040416718
526,22,22,132.339599609375,73.539249575,161.6629192829132,120.59286201000214
527,22,23,119.99603271484376,73.539249575,159.94948291778564,112.64619767665864
528,23,0,116.30072784423828,74.70000826425,158.62478041648865,111.7477114200592
529,23,1,117.4662628173828,74.70000826425,160.1909625530243,112.69413495063782
530,23,2,117.2485809326172,74.70000826425,157.69426679611206,112.16873478889464
531,23,3,120.3368148803711,74.70000826425,168.0796709060669,119.79646706581116
532,23,4,129.52191162109375,74.70000826425,167.1013741493225,120.5291155576706
533,23,5,131.6116485595703,74.70000826425,166.85678672790527,120.68292880058289
534,23,6,135.8634796142578,74.70000826425,176.69091296195984,135.38645780086517
535,23,7,154.4993896484375,74.70000826425,148.6603889465332,112.20739996433258
536,23,8,141.22958374023438,74.70000826425,112.16915440559389,82.41413909196854
537,23,9,117.90294647216795,74.70000826425,102.874156832695,74.853544652462
538,23,10,114.26150512695312,74.70000826425,96.46094638109209,70.0141224861145
539,23,11,97.68476104736328,74.70000826425,79.7950833439827,61.13858097791672
540,23,12,90.25211334228516,74.70000826425,80.78157812356949,60.00462633371353
541,23,13,88.5617904663086,74.70000826425,95.35736548900604,72.81522649526596
542,23,14,92.975830078125,74.70000826425,101.51136898994446,77.37338042259216
543,23,15,94.6774673461914,74.70000826425,107.98629951477052,81.10407221317291
544,23,16,93.2317123413086,74.70000826425,141.78771710395813,117.89600348472597
545,23,17,124.41284942626952,74.70000826425,131.29098451137543,109.41164219379424
546,23,18,109.68985748291016,74.70000826425,117.6806765794754,98.82497096061708
547,23,19,100.92464447021484,74.70000826425,122.60701513290404,106.28809010982512
548,23,20,108.91728973388672,74.70000826425,133.9120271205902,119.23221921920776
549,23,21,110.1791000366211,74.70000826425,108.76031064987184,97.67387628555298
550,23,22,87.50244140625,74.70000826425,104.0977908372879,93.36106795072556
551,23,23,76.9194107055664,74.70000826425,92.55562514066696,85.71819746494293
552,24,0,65.70417785644531,56.39540272062501,94.9318009018898,84.45714569091797
553,24,1,64.36741638183594,56.39540272062501,97.01601898670197,87.87046504020691
554,24,2,60.60538864135742,56.39540272062501,106.46964704990388,93.26834315061568
555,24,3,63.032657623291016,56.39540272062501,101.3310546875,91.47241711616516
556,24,4,58.58657836914063,56.39540272062501,99.64719569683076,88.01129567623138
557,24,5,63.10610580444336,56.39540272062501,96.19039964675903,93.34717583656312
558,24,6,66.53791046142578,56.39540272062501,109.8306832909584,106.86983394622804
559,24,7,85.6651611328125,56.39540272062501,118.23474514484406,121.62962865829468
560,24,8,104.3431625366211,56.39540272062501,92.2640233039856,95.50022840499878
561,24,9,90.99642181396484,56.39540272062501,92.67602908611298,92.94813638925552
562,24,10,89.52156829833984,56.39540272062501,88.66313374042511,86.34679538011551
563,24,11,90.6953582763672,56.39540272062501,75.77914518117905,74.54747951030731
564,24,12,78.82502746582031,56.39540272062501,39.2371563911438,30.787371039390564
565,24,13,73.40347290039062,56.39540272062501,16.98562216758728,12.411858201026917
566,24,14,73.07659149169922,56.39540272062501,33.832125306129456,35.75384271144867
567,24,15,71.81126403808594,56.39540272062501,92.8004447221756,82.85695445537567
568,24,16,85.1751480102539,56.39540272062501,117.2152738571167,103.90581858158112
569,24,17,92.92705535888672,56.39540272062501,126.87205791473389,107.96398258209229
570,24,18,94.01065826416016,56.39540272062501,139.79905927181244,117.3781179189682
571,24,19,104.18572235107422,56.39540272062501,146.3978409767151,124.09092903137208
572,24,20,111.44924926757812,56.39540272062501,134.68277144432068,108.90480697155
573,24,21,99.51834106445312,56.39540272062501,137.3147532939911,113.55344331264496
574,24,22,102.9545440673828,56.39540272062501,133.51903748512268,108.6515691280365
575,24,23,101.5850830078125,56.39540272062501,127.3511872291565,98.93093311786652
576,25,0,88.81840515136719,67.16472042141667,124.42498981952669,98.49357330799104
577,25,1,90.53773498535156,67.16472042141667,126.3250584602356,101.25482869148254
578,25,2,87.40618133544922,67.16472042141667,126.64246726036072,102.0350376367569
579,25,3,88.8531494140625,67.16472042141667,125.22110247612,99.38156640529633
580,25,4,87.84988403320312,67.16472042141667,127.84545135498048,103.99251186847688
581,25,5,89.65582275390625,67.16472042141667,123.57747864723206,100.5214066505432
582,25,6,90.74137878417967,67.16472042141667,121.78916800022124,107.9962923526764
583,25,7,103.40896606445312,67.16472042141667,132.56771993637085,113.54059863090517
584,25,8,118.1205596923828,67.16472042141667,128.71770477294922,105.33937668800354
585,25,9,111.84011840820312,67.16472042141667,119.38902759552002,100.24244582653046
586,25,10,106.12991333007812,67.16472042141667,117.2938221693039,100.0804044008255
587,25,11,104.4743881225586,67.16472042141667,132.1100218296051,107.4782042503357
588,25,12,115.17023468017578,67.16472042141667,112.23640966415404,89.39146625995636
589,25,13,99.1980438232422,67.16472042141667,109.75818932056428,88.92742151021957
590,25,14,95.93347930908205,67.16472042141667,107.807609513402,90.430109500885
591,25,15,99.25367736816406,67.16472042141667,122.98878264427184,106.80368328094482
592,25,16,105.71054077148438,67.16472042141667,121.07104766368866,102.265855550766
593,25,17,101.3478546142578,67.16472042141667,125.03209853172302,108.43393778800964
594,25,18,102.45599365234376,67.16472042141667,122.96040964126588,110.96669340133668
595,25,19,100.46286010742188,67.16472042141667,116.32714748382568,107.36961793899536
596,25,20,90.1378173828125,67.16472042141667,117.40276026725768,112.91380512714386
597,25,21,92.14971923828124,67.16472042141667,108.03654313087463,102.89324915409088
598,25,22,84.29347229003906,67.16472042141667,98.65355962514876,87.95854389667511
599,25,23,72.11567687988281,67.16472042141667,98.1850129365921,91.23433697223663
600,26,0,68.1312484741211,43.94522550337499,105.57087516784668,97.495490193367
601,26,1,64.92588806152344,43.94522550337499,108.41429901123048,100.5969386100769
602,26,2,62.69609832763672,43.94522550337499,109.26897621154784,104.40149903297424
603,26,3,64.69467163085938,43.94522550337499,110.14080047607422,97.03457903862
604,26,4,68.11682891845703,43.94522550337499,111.4750759601593,97.70853579044342
605,26,5,77.47373962402344,43.94522550337499,126.05518305301666,122.10359954833984
606,26,6,98.74597930908205,43.94522550337499,107.87024486064912,104.9298541545868
607,26,7,89.95538330078125,43.94522550337499,57.32668220996857,50.33432054519653
608,26,8,78.79247283935547,43.94522550337499,27.03232252597809,34.238088965415955
609,26,9,67.6270751953125,43.94522550337499,43.63426601886749,48.6613609790802
610,26,10,67.70112609863281,43.94522550337499,-20.22913384437561,-22.102059364318848
611,26,11,64.32090759277344,43.94522550337499,-55.863860726356506,-49.4739933013916
612,26,12,57.48788070678711,43.94522550337499,-30.54716384410858,-17.05075252056122
613,26,13,60.4599609375,43.94522550337499,19.01894563436508,26.650236070156097
614,26,14,52.19916534423828,43.94522550337499,56.55852150917053,54.22872740030289
615,26,15,57.21881103515625,43.94522550337499,77.79087996482849,72.76940393447876
616,26,16,62.86013412475586,43.94522550337499,95.70697861909866,90.53975343704224
617,26,17,73.34876251220703,43.94522550337499,104.984965801239,96.24547052383424
618,26,18,80.56781768798828,43.94522550337499,112.219824552536,106.33221328258514
619,26,19,86.21469116210938,43.94522550337499,112.51844334602356,107.2862000465393
620,26,20,86.44605255126953,43.94522550337499,112.54176008701324,107.70943093299866
621,26,21,83.32215881347656,43.94522550337499,109.98473477363586,104.30151641368866
622,26,22,81.59600067138672,43.94522550337499,113.85423648357391,108.54678869247437
623,26,23,76.9668197631836,43.94522550337499,104.95450276136398,102.2152910232544
624,27,0,84.193603515625,43.08930080841666,117.50436282157898,99.56155848503111
625,27,1,78.10282897949219,43.08930080841666,118.99018549919128,116.7938129901886
626,27,2,70.01750183105469,43.08930080841666,106.44505572319032,115.07232320308684
627,27,3,71.76313781738281,43.08930080841666,106.98542034626009,118.3121349811554
628,27,4,75.0915298461914,43.08930080841666,120.5610897541046,125.371906042099
629,27,5,86.35618591308594,43.08930080841666,143.11849999427795,133.85236585140228
630,27,6,118.39434814453124,43.08930080841666,130.8618402481079,105.35503256320952
631,27,7,113.07815551757812,43.08930080841666,70.68149781227112,77.01897275447845
632,27,8,95.17838287353516,43.08930080841666,11.827426552772522,38.830724239349365
633,27,9,95.10391235351562,43.08930080841666,-45.604485273361206,-15.30531084537506
634,27,10,69.59451293945312,43.08930080841666,-46.59292197227478,-16.589092016220093
635,27,11,90.06928253173828,43.08930080841666,-61.11181080341339,-40.51993489265442
636,27,12,54.30865859985352,43.08930080841666,-92.35568499565125,-81.73264646530151
637,27,13,45.82931137084961,43.08930080841666,-79.52781188488007,-61.066681027412415
638,27,14,37.57068634033203,43.08930080841666,-51.10148203372955,-32.18595039844513
639,27,15,37.34244537353516,43.08930080841666,2.076382160186768,17.189107060432434
640,27,16,40.83186340332031,43.08930080841666,65.43989498913288,79.46702146530151
641,27,17,58.782203674316406,43.08930080841666,87.37978684902191,89.69484210014343
642,27,18,66.67675018310547,43.08930080841666,86.76706993579865,92.1093246936798
643,27,19,68.63404846191406,43.08930080841666,115.70963060855864,116.73740208148956
644,27,20,90.99716186523438,43.08930080841666,98.87793719768524,98.91481000185011
645,27,21,71.49459838867188,43.08930080841666,87.03277605772018,81.52991604804993
646,27,22,61.52106857299805,43.08930080841666,87.0817398428917,79.89665234088898
647,27,23,56.089752197265625,43.08930080841666,84.61341297626495,70.67871934175491
648,28,0,49.06554412841797,37.13403659316667,84.45039913058281,83.03558003902435
649,28,1,49.38740921020508,37.13403659316667,84.8808343410492,75.5369039773941
650,28,2,50.52770233154297,37.13403659316667,86.4109713435173,88.85750198364258
651,28,3,56.00360107421875,37.13403659316667,85.21955287456512,84.0304057598114
652,28,4,53.12015151977539,37.13403659316667,118.65682217478752,114.8253289461136
653,28,5,84.49943542480469,37.13403659316667,93.47510898113252,97.37837481498718
654,28,6,69.40680694580078,37.13403659316667,97.55072796344756,113.67759084701538
655,28,7,81.88773345947266,37.13403659316667,79.44244381785393,90.71817934513092
656,28,8,73.73040771484375,37.13403659316667,62.51401287317276,84.11728435754776
657,28,9,72.57799530029297,37.13403659316667,4.056488752365112,31.18671762943268
658,28,10,71.1778335571289,37.13403659316667,-5.866591811180115,13.53237271308899
659,28,11,56.36745071411133,37.13403659316667,-91.93091440200806,-68.52206301689148
660,28,12,55.56223678588867,37.13403659316667,-56.204890727996826,-23.200726747512817
661,28,13,55.58055877685547,37.13403659316667,-92.3258889913559,-63.85163068771362
662,28,14,36.46499252319336,37.13403659316667,-58.53541159629822,-20.565315067768097
663,28,15,39.56103897094727,37.13403659316667,12.54044958949089,44.09210407733917
664,28,16,38.387657165527344,37.13403659316667,52.06436006724834,75.40913224220276
665,28,17,45.77412796020508,37.13403659316667,62.487936317920685,79.1985125541687
666,28,18,47.13106536865234,37.13403659316667,80.14109361171722,91.8221418261528
667,28,19,55.32720565795898,37.13403659316667,84.29994291067123,96.35304695367812
668,28,20,59.03330612182617,37.13403659316667,80.3904587328434,88.66049146652222
669,28,21,52.56580352783203,37.13403659316667,74.95715653896332,82.35756433010101
670,28,22,43.83543014526367,37.13403659316667,67.17922055721283,77.4640200138092
