building_idx,building_name,sample_index,absolute_time_step,day_index,day_of_month,hour_of_day,electrical_storage_soc
16,resstock-amy2018-2021-release-1-460412,40,40,1,2,16,0.002367048989981413
17,resstock-amy2018-2021-release-1-467125,40,40,1,2,16,0.09939972311258316
18,resstock-amy2018-2021-release-1-481052,40,40,1,2,16,0.6030207276344299
19,resstock-amy2018-2021-release-1-485614,40,40,1,2,16,0.34517621994018555
20,resstock-amy2018-2021-release-1-498771,40,40,1,2,16,0.9994581341743469
21,resstock-amy2018-2021-release-1-525859,40,40,1,2,16,0.2468821406364441
22,resstock-amy2018-2021-release-1-538628,40,40,1,2,16,0.5766052603721619
23,resstock-amy2018-2021-release-1-76701,40,40,1,2,16,0.13974952697753906
24,resstock-amy2018-2021-release-1-88386,40,40,1,2,16,0.3789101243019104
0,resstock-amy2018-2021-release-1-112208,41,41,1,2,17,0.6526965498924255
1,resstock-amy2018-2021-release-1-147002,41,41,1,2,17,0.9997151494026184
2,resstock-amy2018-2021-release-1-179247,41,41,1,2,17,0.9983554482460022
3,resstock-amy2018-2021-release-1-199613,41,41,1,2,17,0.09779705852270126
4,resstock-amy2018-2021-release-1-20199,41,41,1,2,17,0.9809063673019409
5,resstock-amy2018-2021-release-1-216895,41,41,1,2,17,0.5399181842803955
6,resstock-amy2018-2021-release-1-223581,41,41,1,2,17,0.7391397356987
7,resstock-amy2018-2021-release-1-245723,41,41,1,2,17,0.32585179805755615
8,resstock-amy2018-2021-release-1-247942,41,41,1,2,17,0.28398558497428894
9,resstock-amy2018-2021-release-1-319918,41,41,1,2,17,0.7768099904060364
10,resstock-amy2018-2021-release-1-376570,41,41,1,2,17,0.5365185141563416
11,resstock-amy2018-2021-release-1-408344,41,41,1,2,17,0.14809176325798035
12,resstock-amy2018-2021-release-1-409896,41,41,1,2,17,0.19641929864883423
13,resstock-amy2018-2021-release-1-411001,41,41,1,2,17,0.9992871880531311
14,resstock-amy2018-2021-release-1-425540,41,41,1,2,17,0.04843973368406296
15,resstock-amy2018-2021-release-1-4421,41,41,1,2,17,0.999470055103302
16,resstock-amy2018-2021-release-1-460412,41,41,1,2,17,0.18580684065818787
17,resstock-amy2018-2021-release-1-467125,41,41,1,2,17,0.09936990588903427
18,resstock-amy2018-2021-release-1-481052,41,41,1,2,17,0.6646037101745605
19,resstock-amy2018-2021-release-1-485614,41,41,1,2,17,0.3367275893688202
20,resstock-amy2018-2021-release-1-498771,41,41,1,2,17,0.9994580149650574
21,resstock-amy2018-2021-release-1-525859,41,41,1,2,17,0.14914610981941223
22,resstock-amy2018-2021-release-1-538628,41,41,1,2,17,0.2136218249797821
23,resstock-amy2018-2021-release-1-76701,41,41,1,2,17,0.33140674233436584
24,resstock-amy2018-2021-release-1-88386,41,41,1,2,17,0.23777970671653748
0,resstock-amy2018-2021-release-1-112208,42,42,1,2,18,0.7101333737373352
1,resstock-amy2018-2021-release-1-147002,42,42,1,2,18,0.9997151494026184
2,resstock-amy2018-2021-release-1-179247,42,42,1,2,18,0.9994082450866699
3,resstock-amy2018-2021-release-1-199613,42,42,1,2,18,0.09702406823635101
4,resstock-amy2018-2021-release-1-20199,42,42,1,2,18,0.9521939158439636
5,resstock-amy2018-2021-release-1-216895,42,42,1,2,18,0.514901876449585
6,resstock-amy2018-2021-release-1-223581,42,42,1,2,18,0.8961389660835266
7,resstock-amy2018-2021-release-1-245723,42,42,1,2,18,0.34133461117744446
8,resstock-amy2018-2021-release-1-247942,42,42,1,2,18,0.5023633241653442
9,resstock-amy2018-2021-release-1-319918,42,42,1,2,18,0.8797734975814819
10,resstock-amy2018-2021-release-1-376570,42,42,1,2,18,0.6149448156356812
11,resstock-amy2018-2021-release-1-408344,42,42,1,2,18,0.14725229144096375
12,resstock-amy2018-2021-release-1-409896,42,42,1,2,18,0.09937487542629242
13,resstock-amy2018-2021-release-1-411001,42,42,1,2,18,0.9996636509895325
14,resstock-amy2018-2021-release-1-425540,42,42,1,2,18,0.03992920368909836
15,resstock-amy2018-2021-release-1-4421,42,42,1,2,18,0.9994701147079468
16,resstock-amy2018-2021-release-1-460412,42,42,1,2,18,3.0954175599617884e-05
17,resstock-amy2018-2021-release-1-467125,42,42,1,2,18,0.09934009611606598
18,resstock-amy2018-2021-release-1-481052,42,42,1,2,18,0.7255401015281677
19,resstock-amy2018-2021-release-1-485614,42,42,1,2,18,0.29318180680274963
20,resstock-amy2018-2021-release-1-498771,42,42,1,2,18,0.9994578957557678
21,resstock-amy2018-2021-release-1-525859,42,42,1,2,18,0.14891046285629272
22,resstock-amy2018-2021-release-1-538628,42,42,1,2,18,0.555679440498352
23,resstock-amy2018-2021-release-1-76701,42,42,1,2,18,0.1823427975177765
24,resstock-amy2018-2021-release-1-88386,42,42,1,2,18,0.3690609037876129
0,resstock-amy2018-2021-release-1-112208,43,43,1,2,19,0.7119535207748413
1,resstock-amy2018-2021-release-1-147002,43,43,1,2,19,0.9997150897979736
2,resstock-amy2018-2021-release-1-179247,43,43,1,2,19,0.9994521737098694
3,resstock-amy2018-2021-release-1-199613,43,43,1,2,19,0.09625718742609024
4,resstock-amy2018-2021-release-1-20199,43,43,1,2,19,0.9172167778015137
5,resstock-amy2018-2021-release-1-216895,43,43,1,2,19,0.5422326326370239
6,resstock-amy2018-2021-release-1-223581,43,43,1,2,19,0.9967474937438965
7,resstock-amy2018-2021-release-1-245723,43,43,1,2,19,0.3699045181274414
8,resstock-amy2018-2021-release-1-247942,43,43,1,2,19,0.25987374782562256
9,resstock-amy2018-2021-release-1-319918,43,43,1,2,19,0.9967043399810791
10,resstock-amy2018-2021-release-1-376570,43,43,1,2,19,0.6924671530723572
11,resstock-amy2018-2021-release-1-408344,43,43,1,2,19,0.14866718649864197
12,resstock-amy2018-2021-release-1-409896,43,43,1,2,19,0.09908991307020187
13,resstock-amy2018-2021-release-1-411001,43,43,1,2,19,0.9996976256370544
14,resstock-amy2018-2021-release-1-425540,43,43,1,2,19,0.03987377882003784
15,resstock-amy2018-2021-release-1-4421,43,43,1,2,19,0.9994699358940125
16,resstock-amy2018-2021-release-1-460412,43,43,1,2,19,0.18350031971931458
17,resstock-amy2018-2021-release-1-467125,43,43,1,2,19,0.09931029379367828
18,resstock-amy2018-2021-release-1-481052,43,43,1,2,19,0.7603904604911804
19,resstock-amy2018-2021-release-1-485614,43,43,1,2,19,0.24990494549274445
20,resstock-amy2018-2021-release-1-498771,43,43,1,2,19,0.9994577169418335
21,resstock-amy2018-2021-release-1-525859,43,43,1,2,19,0.22507916390895844
22,resstock-amy2018-2021-release-1-538628,43,43,1,2,19,0.19231876730918884
23,resstock-amy2018-2021-release-1-76701,43,43,1,2,19,0.3732942044734955
24,resstock-amy2018-2021-release-1-88386,43,43,1,2,19,0.22792963683605194
0,resstock-amy2018-2021-release-1-112208,44,44,1,2,20,0.7557530999183655
1,resstock-amy2018-2021-release-1-147002,44,44,1,2,20,0.9997150301933289
2,resstock-amy2018-2021-release-1-179247,44,44,1,2,20,0.9994536638259888
3,resstock-amy2018-2021-release-1-199613,44,44,1,2,20,0.18093237280845642
4,resstock-amy2018-2021-release-1-20199,44,44,1,2,20,0.9460886120796204
5,resstock-amy2018-2021-release-1-216895,44,44,1,2,20,0.445283442735672
6,resstock-amy2018-2021-release-1-223581,44,44,1,2,20,0.9992982149124146
7,resstock-amy2018-2021-release-1-245723,44,44,1,2,20,0.39830243587493896
8,resstock-amy2018-2021-release-1-247942,44,44,1,2,20,0.4786600172519684
9,resstock-amy2018-2021-release-1-319918,44,44,1,2,20,0.9991448521614075
10,resstock-amy2018-2021-release-1-376570,44,44,1,2,20,0.7690955996513367
11,resstock-amy2018-2021-release-1-408344,44,44,1,2,20,0.23735913634300232
12,resstock-amy2018-2021-release-1-409896,44,44,1,2,20,0.25874826312065125
13,resstock-amy2018-2021-release-1-411001,44,44,1,2,20,0.999700665473938
14,resstock-amy2018-2021-release-1-425540,44,44,1,2,20,0.09378495812416077
15,resstock-amy2018-2021-release-1-4421,44,44,1,2,20,0.9994698166847229
16,resstock-amy2018-2021-release-1-460412,44,44,1,2,20,3.0614741262979805e-05
17,resstock-amy2018-2021-release-1-467125,44,44,1,2,20,0.39013493061065674
18,resstock-amy2018-2021-release-1-481052,44,44,1,2,20,0.8203207850456238
19,resstock-amy2018-2021-release-1-485614,44,44,1,2,20,0.20689530670642853
20,resstock-amy2018-2021-release-1-498771,44,44,1,2,20,0.9994575381278992
21,resstock-amy2018-2021-release-1-525859,44,44,1,2,20,0.3709490895271301
22,resstock-amy2018-2021-release-1-538628,44,44,1,2,20,0.03844752162694931
23,resstock-amy2018-2021-release-1-76701,44,44,1,2,20,0.1648043841123581
24,resstock-amy2018-2021-release-1-88386,44,44,1,2,20,0.08678527176380157
0,resstock-amy2018-2021-release-1-112208,45,45,1,2,21,0.8203124403953552
1,resstock-amy2018-2021-release-1-147002,45,45,1,2,21,0.9997150301933289
2,resstock-amy2018-2021-release-1-179247,45,45,1,2,21,0.9994533658027649
3,resstock-amy2018-2021-release-1-199613,45,45,1,2,21,0.2645358741283417
4,resstock-amy2018-2021-release-1-20199,45,45,1,2,21,0.9685024619102478
5,resstock-amy2018-2021-release-1-216895,45,45,1,2,21,0.531033992767334
6,resstock-amy2018-2021-release-1-223581,45,45,1,2,21,0.9994330406188965
7,resstock-amy2018-2021-release-1-245723,45,45,1,2,21,0.4265293776988983
8,resstock-amy2018-2021-release-1-247942,45,45,1,2,21,0.23582980036735535
9,resstock-amy2018-2021-release-1-319918,45,45,1,2,21,0.9992708563804626
10,resstock-amy2018-2021-release-1-376570,45,45,1,2,21,0.8448401689529419
11,resstock-amy2018-2021-release-1-408344,45,45,1,2,21,0.14839060604572296
12,resstock-amy2018-2021-release-1-409896,45,45,1,2,21,0.09941831976175308
13,resstock-amy2018-2021-release-1-411001,45,45,1,2,21,0.9359026551246643
14,resstock-amy2018-2021-release-1-425540,45,45,1,2,21,0.039889562875032425
15,resstock-amy2018-2021-release-1-4421,45,45,1,2,21,0.9993689656257629
16,resstock-amy2018-2021-release-1-460412,45,45,1,2,21,0.0
17,resstock-amy2018-2021-release-1-467125,45,45,1,2,21,0.1003887876868248
18,resstock-amy2018-2021-release-1-481052,45,45,1,2,21,0.8796215057373047
19,resstock-amy2018-2021-release-1-485614,45,45,1,2,21,0.2443365752696991
20,resstock-amy2018-2021-release-1-498771,45,45,1,2,21,0.8379114270210266
21,resstock-amy2018-2021-release-1-525859,45,45,1,2,21,0.2048201709985733
22,resstock-amy2018-2021-release-1-538628,45,45,1,2,21,0.038192298263311386
23,resstock-amy2018-2021-release-1-76701,45,45,1,2,21,0.0
24,resstock-amy2018-2021-release-1-88386,45,45,1,2,21,0.0
0,resstock-amy2018-2021-release-1-112208,46,46,1,2,22,0.8840980529785156
1,resstock-amy2018-2021-release-1-147002,46,46,1,2,22,0.951411783695221
2,resstock-amy2018-2021-release-1-179247,46,46,1,2,22,0.9994530081748962
3,resstock-amy2018-2021-release-1-199613,46,46,1,2,22,0.34708091616630554
4,resstock-amy2018-2021-release-1-20199,46,46,1,2,22,0.9859696626663208
5,resstock-amy2018-2021-release-1-216895,46,46,1,2,22,0.4340299367904663
6,resstock-amy2018-2021-release-1-223581,46,46,1,2,22,0.9994400143623352
7,resstock-amy2018-2021-release-1-245723,46,46,1,2,22,0.45458635687828064
8,resstock-amy2018-2021-release-1-247942,46,46,1,2,22,0.25605788826942444
9,resstock-amy2018-2021-release-1-319918,46,46,1,2,22,0.9992771744728088
10,resstock-amy2018-2021-release-1-376570,46,46,1,2,22,0.9145611524581909
11,resstock-amy2018-2021-release-1-408344,46,46,1,2,22,0.14754943549633026
12,resstock-amy2018-2021-release-1-409896,46,46,1,2,22,0.09913323819637299
13,resstock-amy2018-2021-release-1-411001,46,46,1,2,22,0.9950558543205261
14,resstock-amy2018-2021-release-1-425540,46,46,1,2,22,0.039834193885326385
15,resstock-amy2018-2021-release-1-4421,46,46,1,2,22,0.8404607772827148
16,resstock-amy2018-2021-release-1-460412,46,46,1,2,22,0.0
17,resstock-amy2018-2021-release-1-467125,46,46,1,2,22,0.09996920824050903
18,resstock-amy2018-2021-release-1-481052,46,46,1,2,22,0.9252007603645325
19,resstock-amy2018-2021-release-1-485614,46,46,1,2,22,0.2813683748245239
20,resstock-amy2018-2021-release-1-498771,46,46,1,2,22,0.9911412000656128
21,resstock-amy2018-2021-release-1-525859,46,46,1,2,22,0.14991627633571625
22,resstock-amy2018-2021-release-1-538628,46,46,1,2,22,0.03793876990675926
23,resstock-amy2018-2021-release-1-76701,46,46,1,2,22,0.0
24,resstock-amy2018-2021-release-1-88386,46,46,1,2,22,0.0
0,resstock-amy2018-2021-release-1-112208,47,47,1,2,23,0.931015133857727
1,resstock-amy2018-2021-release-1-147002,47,47,1,2,23,0.8753220438957214
2,resstock-amy2018-2021-release-1-179247,47,47,1,2,23,0.9219906330108643
3,resstock-amy2018-2021-release-1-199613,47,47,1,2,23,0.4067791998386383
4,resstock-amy2018-2021-release-1-20199,47,47,1,2,23,0.9987741112709045
5,resstock-amy2018-2021-release-1-216895,47,47,1,2,23,0.3834186792373657
6,resstock-amy2018-2021-release-1-223581,47,47,1,2,23,0.9472423791885376
7,resstock-amy2018-2021-release-1-245723,47,47,1,2,23,0.48247435688972473
8,resstock-amy2018-2021-release-1-247942,47,47,1,2,23,0.010741734877228737
9,resstock-amy2018-2021-release-1-319918,47,47,1,2,23,0.823279857635498
10,resstock-amy2018-2021-release-1-376570,47,47,1,2,23,0.961106538772583
11,resstock-amy2018-2021-release-1-408344,47,47,1,2,23,0.1467130333185196
12,resstock-amy2018-2021-release-1-409896,47,47,1,2,23,0.09884896874427795
13,resstock-amy2018-2021-release-1-411001,47,47,1,2,23,0.9276334047317505
14,resstock-amy2018-2021-release-1-425540,47,47,1,2,23,0.039778903126716614
15,resstock-amy2018-2021-release-1-4421,47,47,1,2,23,0.841193437576294
16,resstock-amy2018-2021-release-1-460412,47,47,1,2,23,0.0
17,resstock-amy2018-2021-release-1-467125,47,47,1,2,23,0.09993921965360641
18,resstock-amy2018-2021-release-1-481052,47,47,1,2,23,0.9583292007446289
19,resstock-amy2018-2021-release-1-485614,47,47,1,2,23,0.23816446959972382
20,resstock-amy2018-2021-release-1-498771,47,47,1,2,23,0.8138717412948608
21,resstock-amy2018-2021-release-1-525859,47,47,1,2,23,0.14967940747737885
22,resstock-amy2018-2021-release-1-538628,47,47,1,2,23,0.037686921656131744
23,resstock-amy2018-2021-release-1-76701,47,47,1,2,23,0.0
24,resstock-amy2018-2021-release-1-88386,47,47,1,2,23,0.0
0,resstock-amy2018-2021-release-1-112208,48,48,2,3,0,0.9186305999755859
1,resstock-amy2018-2021-release-1-147002,48,48,2,3,0,0.757020115852356
2,resstock-amy2018-2021-release-1-179247,48,48,2,3,0,0.8686420321464539
3,resstock-amy2018-2021-release-1-199613,48,48,2,3,0,0.4190446734428406
4,resstock-amy2018-2021-release-1-20199,48,48,2,3,0,0.9995075464248657
5,resstock-amy2018-2021-release-1-216895,48,48,2,3,0,0.4014173150062561
6,resstock-amy2018-2021-release-1-223581,48,48,2,3,0,0.8547887802124023
7,resstock-amy2018-2021-release-1-245723,48,48,2,3,0,0.5101944208145142
8,resstock-amy2018-2021-release-1-247942,48,48,2,3,0,0.0
9,resstock-amy2018-2021-release-1-319918,48,48,2,3,0,0.4093319773674011
10,resstock-amy2018-2021-release-1-376570,48,48,2,3,0,0.949472963809967
11,resstock-amy2018-2021-release-1-408344,48,48,2,3,0,0.14588136970996857
12,resstock-amy2018-2021-release-1-409896,48,48,2,3,0,0.09856551885604858
13,resstock-amy2018-2021-release-1-411001,48,48,2,3,0,0.9946147203445435
14,resstock-amy2018-2021-release-1-425540,48,48,2,3,0,0.03972368687391281
15,resstock-amy2018-2021-release-1-4421,48,48,2,3,0,0.3977258801460266
16,resstock-amy2018-2021-release-1-460412,48,48,2,3,0,0.0
17,resstock-amy2018-2021-release-1-467125,48,48,2,3,0,0.0999092385172844
18,resstock-amy2018-2021-release-1-481052,48,48,2,3,0,0.9410574436187744
19,resstock-amy2018-2021-release-1-485614,48,48,2,3,0,0.23686403036117554
20,resstock-amy2018-2021-release-1-498771,48,48,2,3,0,0.5881813764572144
21,resstock-amy2018-2021-release-1-525859,48,48,2,3,0,0.1494429111480713
22,resstock-amy2018-2021-release-1-538628,48,48,2,3,0,0.037436746060848236
23,resstock-amy2018-2021-release-1-76701,48,48,2,3,0,0.0
24,resstock-amy2018-2021-release-1-88386,48,48,2,3,0,0.0
0,resstock-amy2018-2021-release-1-112208,49,49,2,3,1,0.9107251763343811
1,resstock-amy2018-2021-release-1-147002,49,49,2,3,1,0.6640094518661499
2,resstock-amy2018-2021-release-1-179247,49,49,2,3,1,0.6845185160636902
3,resstock-amy2018-2021-release-1-199613,49,49,2,3,1,0.3354521691799164
4,resstock-amy2018-2021-release-1-20199,49,49,2,3,1,0.9995521306991577
5,resstock-amy2018-2021-release-1-216895,49,49,2,3,1,0.3037776052951813
6,resstock-amy2018-2021-release-1-223581,49,49,2,3,1,0.9930600523948669
7,resstock-amy2018-2021-release-1-245723,49,49,2,3,1,0.5377475023269653
8,resstock-amy2018-2021-release-1-247942,49,49,2,3,1,0.0
9,resstock-amy2018-2021-release-1-319918,49,49,2,3,1,0.0
10,resstock-amy2018-2021-release-1-376570,49,49,2,3,1,0.8982410430908203
11,resstock-amy2018-2021-release-1-408344,49,49,2,3,1,0.145054429769516
12,resstock-amy2018-2021-release-1-409896,49,49,2,3,1,0.09828288108110428
13,resstock-amy2018-2021-release-1-411001,49,49,2,3,1,0.9268485903739929
14,resstock-amy2018-2021-release-1-425540,49,49,2,3,1,0.039668548852205276
15,resstock-amy2018-2021-release-1-4421,49,49,2,3,1,0.0
16,resstock-amy2018-2021-release-1-460412,49,49,2,3,1,0.0
17,resstock-amy2018-2021-release-1-467125,49,49,2,3,1,0.09987926483154297
18,resstock-amy2018-2021-release-1-481052,49,49,2,3,1,0.9215476512908936
19,resstock-amy2018-2021-release-1-485614,49,49,2,3,1,0.1939757913351059
20,resstock-amy2018-2021-release-1-498771,49,49,2,3,1,0.545158326625824
21,resstock-amy2018-2021-release-1-525859,49,49,2,3,1,0.14920678734779358
22,resstock-amy2018-2021-release-1-538628,49,49,2,3,1,0.03718823194503784
23,resstock-amy2018-2021-release-1-76701,49,49,2,3,1,0.0
24,resstock-amy2018-2021-release-1-88386,49,49,2,3,1,0.0
0,resstock-amy2018-2021-release-1-112208,50,50,2,3,2,0.9043121933937073
1,resstock-amy2018-2021-release-1-147002,50,50,2,3,2,0.6826947927474976
2,resstock-amy2018-2021-release-1-179247,50,50,2,3,2,0.8719953298568726
3,resstock-amy2018-2021-release-1-199613,50,50,2,3,2,0.2440183162689209
4,resstock-amy2018-2021-release-1-20199,50,50,2,3,2,0.9995546340942383
5,resstock-amy2018-2021-release-1-216895,50,50,2,3,2,0.3952977955341339
6,resstock-amy2018-2021-release-1-223581,50,50,2,3,2,0.9990991950035095
7,resstock-amy2018-2021-release-1-245723,50,50,2,3,2,0.565134584903717
8,resstock-amy2018-2021-release-1-247942,50,50,2,3,2,0.0
9,resstock-amy2018-2021-release-1-319918,50,50,2,3,2,0.0
10,resstock-amy2018-2021-release-1-376570,50,50,2,3,2,0.830664336681366
11,resstock-amy2018-2021-release-1-408344,50,50,2,3,2,0.14423216879367828
12,resstock-amy2018-2021-release-1-409896,50,50,2,3,2,0.09800105541944504
13,resstock-amy2018-2021-release-1-411001,50,50,2,3,2,0.994573175907135
14,resstock-amy2018-2021-release-1-425540,50,50,2,3,2,0.03961348533630371
15,resstock-amy2018-2021-release-1-4421,50,50,2,3,2,0.2579340636730194
16,resstock-amy2018-2021-release-1-460412,50,50,2,3,2,0.0
17,resstock-amy2018-2021-release-1-467125,50,50,2,3,2,0.09984929859638214
18,resstock-amy2018-2021-release-1-481052,50,50,2,3,2,0.911878228187561
19,resstock-amy2018-2021-release-1-485614,50,50,2,3,2,0.15993547439575195
20,resstock-amy2018-2021-release-1-498771,50,50,2,3,2,0.022271443158388138
21,resstock-amy2018-2021-release-1-525859,50,50,2,3,2,0.14897103607654572
22,resstock-amy2018-2021-release-1-538628,50,50,2,3,2,0.036941368132829666
23,resstock-amy2018-2021-release-1-76701,50,50,2,3,2,0.0
24,resstock-amy2018-2021-release-1-88386,50,50,2,3,2,0.0
0,resstock-amy2018-2021-release-1-112208,51,51,2,3,3,0.8429301977157593
1,resstock-amy2018-2021-release-1-147002,51,51,2,3,3,0.8213194012641907
2,resstock-amy2018-2021-release-1-179247,51,51,2,3,3,0.6906944513320923
3,resstock-amy2018-2021-release-1-199613,51,51,2,3,3,0.15277601778507233
4,resstock-amy2018-2021-release-1-20199,51,51,2,3,3,0.9995546340942383
5,resstock-amy2018-2021-release-1-216895,51,51,2,3,3,0.2976280748844147
6,resstock-amy2018-2021-release-1-223581,51,51,2,3,3,0.9363321661949158
7,resstock-amy2018-2021-release-1-245723,51,51,2,3,3,0.5923566818237305
8,resstock-amy2018-2021-release-1-247942,51,51,2,3,3,0.0
9,resstock-amy2018-2021-release-1-319918,51,51,2,3,3,0.0
10,resstock-amy2018-2021-release-1-376570,51,51,2,3,3,0.740546703338623
11,resstock-amy2018-2021-release-1-408344,51,51,2,3,3,0.14341457188129425
12,resstock-amy2018-2021-release-1-409896,51,51,2,3,3,0.09772003442049026
13,resstock-amy2018-2021-release-1-411001,51,51,2,3,3,0.9267746806144714
14,resstock-amy2018-2021-release-1-425540,51,51,2,3,3,0.03955850005149841
15,resstock-amy2018-2021-release-1-4421,51,51,2,3,3,0.45437076687812805
16,resstock-amy2018-2021-release-1-460412,51,51,2,3,3,0.0
17,resstock-amy2018-2021-release-1-467125,51,51,2,3,3,0.09981934726238251
18,resstock-amy2018-2021-release-1-481052,51,51,2,3,3,0.8601176142692566
19,resstock-amy2018-2021-release-1-485614,51,51,2,3,3,0.11748121678829193
20,resstock-amy2018-2021-release-1-498771,51,51,2,3,3,0.0
21,resstock-amy2018-2021-release-1-525859,51,51,2,3,3,0.1487356573343277
22,resstock-amy2018-2021-release-1-538628,51,51,2,3,3,0.036696143448352814
23,resstock-amy2018-2021-release-1-76701,51,51,2,3,3,0.0
24,resstock-amy2018-2021-release-1-88386,51,51,2,3,3,0.0
0,resstock-amy2018-2021-release-1-112208,52,52,2,3,4,0.7627803087234497
1,resstock-amy2018-2021-release-1-147002,52,52,2,3,4,0.9097444415092468
2,resstock-amy2018-2021-release-1-179247,52,52,2,3,4,0.4827956557273865
3,resstock-amy2018-2021-release-1-199613,52,52,2,3,4,0.09877096116542816
4,resstock-amy2018-2021-release-1-20199,52,52,2,3,4,0.999554455280304
5,resstock-amy2018-2021-release-1-216895,52,52,2,3,4,0.2341241091489792
6,resstock-amy2018-2021-release-1-223581,52,52,2,3,4,0.832309901714325
7,resstock-amy2018-2021-release-1-245723,52,52,2,3,4,0.619414746761322
8,resstock-amy2018-2021-release-1-247942,52,52,2,3,4,0.0
9,resstock-amy2018-2021-release-1-319918,52,52,2,3,4,0.0
10,resstock-amy2018-2021-release-1-376570,52,52,2,3,4,0.6492425799369812
11,resstock-amy2018-2021-release-1-408344,52,52,2,3,4,0.1426016092300415
12,resstock-amy2018-2021-release-1-409896,52,52,2,3,4,0.09743981808423996
13,resstock-amy2018-2021-release-1-411001,52,52,2,3,4,0.8072136044502258
14,resstock-amy2018-2021-release-1-425540,52,52,2,3,4,0.039503589272499084
15,resstock-amy2018-2021-release-1-4421,52,52,2,3,4,0.9350746870040894
16,resstock-amy2018-2021-release-1-460412,52,52,2,3,4,0.0
17,resstock-amy2018-2021-release-1-467125,52,52,2,3,4,0.09978940337896347
18,resstock-amy2018-2021-release-1-481052,52,52,2,3,4,0.7952525615692139
19,resstock-amy2018-2021-release-1-485614,52,52,2,3,4,0.07528896629810333
20,resstock-amy2018-2021-release-1-498771,52,52,2,3,4,0.0
21,resstock-amy2018-2021-release-1-525859,52,52,2,3,4,0.14850065112113953
22,resstock-amy2018-2021-release-1-538628,52,52,2,3,4,0.03645254671573639
23,resstock-amy2018-2021-release-1-76701,52,52,2,3,4,0.0
24,resstock-amy2018-2021-release-1-88386,52,52,2,3,4,0.0
0,resstock-amy2018-2021-release-1-112208,53,53,2,3,5,0.682790994644165
1,resstock-amy2018-2021-release-1-147002,53,53,2,3,5,0.9920506477355957
2,resstock-amy2018-2021-release-1-179247,53,53,2,3,5,0.2737271189689636
3,resstock-amy2018-2021-release-1-199613,53,53,2,3,5,0.09799027442932129
4,resstock-amy2018-2021-release-1-20199,53,53,2,3,5,0.9995542168617249
5,resstock-amy2018-2021-release-1-216895,53,53,2,3,5,0.13566240668296814
6,resstock-amy2018-2021-release-1-223581,53,53,2,3,5,0.6599344611167908
7,resstock-amy2018-2021-release-1-245723,53,53,2,3,5,0.6463097333908081
8,resstock-amy2018-2021-release-1-247942,53,53,2,3,5,0.0
9,resstock-amy2018-2021-release-1-319918,53,53,2,3,5,0.0
10,resstock-amy2018-2021-release-1-376570,53,53,2,3,5,0.5580074191093445
11,resstock-amy2018-2021-release-1-408344,53,53,2,3,5,0.14179325103759766
12,resstock-amy2018-2021-release-1-409896,53,53,2,3,5,0.09716040641069412
13,resstock-amy2018-2021-release-1-411001,53,53,2,3,5,0.5995869040489197
14,resstock-amy2018-2021-release-1-425540,53,53,2,3,5,0.039448756724596024
15,resstock-amy2018-2021-release-1-4421,53,53,2,3,5,0.6580306887626648
16,resstock-amy2018-2021-release-1-460412,53,53,2,3,5,0.0
17,resstock-amy2018-2021-release-1-467125,53,53,2,3,5,0.09975946694612503
18,resstock-amy2018-2021-release-1-481052,53,53,2,3,5,0.7208769917488098
19,resstock-amy2018-2021-release-1-485614,53,53,2,3,5,0.03933384642004967
20,resstock-amy2018-2021-release-1-498771,53,53,2,3,5,0.0
21,resstock-amy2018-2021-release-1-525859,53,53,2,3,5,0.1482660174369812
22,resstock-amy2018-2021-release-1-538628,53,53,2,3,5,0.0362105667591095
23,resstock-amy2018-2021-release-1-76701,53,53,2,3,5,0.0
24,resstock-amy2018-2021-release-1-88386,53,53,2,3,5,0.0
0,resstock-amy2018-2021-release-1-112208,54,54,2,3,6,0.6030354499816895
1,resstock-amy2018-2021-release-1-147002,54,54,2,3,6,0.9990295171737671
2,resstock-amy2018-2021-release-1-179247,54,54,2,3,6,0.0634768158197403
3,resstock-amy2018-2021-release-1-199613,54,54,2,3,6,0.09721575677394867
4,resstock-amy2018-2021-release-1-20199,54,54,2,3,6,0.9995540380477905
5,resstock-amy2018-2021-release-1-216895,54,54,2,3,6,0.07903776317834854
6,resstock-amy2018-2021-release-1-223581,54,54,2,3,6,0.48197460174560547
7,resstock-amy2018-2021-release-1-245723,54,54,2,3,6,0.6730425953865051
8,resstock-amy2018-2021-release-1-247942,54,54,2,3,6,0.0
9,resstock-amy2018-2021-release-1-319918,54,54,2,3,6,0.0
10,resstock-amy2018-2021-release-1-376570,54,54,2,3,6,0.46684062480926514
11,resstock-amy2018-2021-release-1-408344,54,54,2,3,6,0.1409894824028015
12,resstock-amy2018-2021-release-1-409896,54,54,2,3,6,0.09688179939985275
13,resstock-amy2018-2021-release-1-411001,54,54,2,3,6,0.35933080315589905
14,resstock-amy2018-2021-release-1-425540,54,54,2,3,6,0.03939399868249893
15,resstock-amy2018-2021-release-1-4421,54,54,2,3,6,0.985242486000061
16,resstock-amy2018-2021-release-1-460412,54,54,2,3,6,0.0
17,resstock-amy2018-2021-release-1-467125,54,54,2,3,6,0.09972953796386719
18,resstock-amy2018-2021-release-1-481052,54,54,2,3,6,0.6466376781463623
19,resstock-amy2018-2021-release-1-485614,54,54,2,3,6,0.03898899257183075
20,resstock-amy2018-2021-release-1-498771,54,54,2,3,6,0.0
