hour,day,hour_of_day,baseline_load,plotted_target_load,rllib_independent_ppo,rllib_sac,mappo_standard,grouped_mappo
258,11,18,118.62969207763672,76.35465082491667,118.16660571098328,108.7964050769806,124.46882152557372,106.84782457351685
259,11,19,104.80398559570312,76.35465082491667,115.80451965332033,103.8064020872116,128.50798344612122,98.92600899934769
260,11,20,93.51065826416016,76.35465082491667,105.0844942331314,99.6589766740799,120.74692976474762,87.53410816192627
261,11,21,82.500244140625,76.35465082491667,104.66210389137268,111.4535905122757,117.40766608715056,90.35362374782562
262,11,22,82.16226959228516,76.35465082491667,96.80770790576936,105.98285233974455,108.41707932949066,98.77794659137726
263,11,23,65.94684600830078,76.35465082491667,95.45581424236298,104.25509548187256,83.87067973613739,87.34942507743835
264,12,0,66.2083511352539,52.91160712909283,102.64870488643646,106.93770623207092,92.26800990104675,99.93645453453064
265,12,1,64.080322265625,52.91160712909283,105.00003039836884,111.55419206619264,96.2130628824234,108.79446041584016
266,12,2,67.2132797241211,52.91160712909283,102.6474449634552,116.71372842788696,116.27402329444884,96.94098281860352
267,12,3,77.49108123779297,52.91160712909283,126.903382897377,142.46751284599304,131.5691795349121,140.88972747325897
268,12,4,98.04019927978516,52.91160712909283,134.5660970211029,152.5184783935547,143.4066822528839,141.5329150557518
269,12,5,107.32928466796876,52.91160712909283,146.177237033844,147.66490244865415,157.16957449913025,143.19439673423767
270,12,6,119.7591323852539,52.91160712909283,141.73562014102936,151.43566572666168,164.06453120708466,163.2243605852127
271,12,7,129.53599548339844,52.91160712909283,113.3553848862648,118.81960809230804,112.8642565011978,117.05583050847054
272,12,8,124.7717742919922,52.91160712909283,65.40438425540924,72.9096509218216,79.48459446430206,72.68901324272156
273,12,9,118.2864227294922,52.91160712909283,-7.648978114128113,10.911051988601685,19.306605100631717,-4.122362494468689
274,12,10,102.46354675292967,52.91160712909283,-38.97743773460388,-13.223615169525146,-27.717293977737427,-28.121185779571533
275,12,11,91.0478973388672,52.91160712909283,-56.638418555259705,-46.07705700397492,-60.03858280181885,-68.60601699352264
276,12,12,85.62297821044922,52.91160712909283,-64.96261358261108,-44.5880366563797,-78.63700199127197,-48.575393199920654
277,12,13,75.74429321289062,52.91160712909283,-48.33995985984802,-32.03897511959076,-51.371277809143066,-77.09944438934326
278,12,14,75.05982208251953,52.91160712909283,-15.978623747825624,3.558385252952576,-37.347519874572754,11.400915503501892
279,12,15,70.40097045898438,52.91160712909283,55.41299319267273,67.75925636291504,35.06656610965729,34.514863044023514
280,12,16,87.4733657836914,52.91160712909283,110.18967151641846,107.01587986946106,90.44075763225555,112.73127162456512
281,12,17,91.2275161743164,52.91160712909283,155.73655128479004,126.93058514595032,150.15877187252045,114.20226120948792
282,12,18,126.50743103027344,52.91160712909283,150.00798273086548,124.24144768714903,160.3565547466278,122.81707739830016
283,12,19,122.78023529052734,52.91160712909283,167.85820126533508,141.76787996292114,155.84866547584534,123.95531582832336
284,12,20,135.0780029296875,52.91160712909283,163.50979709625244,147.96137726306915,162.32841801643372,144.8125901222229
285,12,21,138.74691772460938,52.91160712909283,159.58467173576355,138.00331151485443,156.0940384864807,154.268798828125
286,12,22,129.3557586669922,52.91160712909283,155.6481945514679,132.43960857391355,154.2275333404541,146.5249412059784
287,12,23,115.78096771240234,52.91160712909283,160.9965968132019,132.31692612171173,155.54486203193665,139.15970969200134
288,13,0,116.94754791259766,75.70713178958333,170.92395210266113,137.4481097459793,160.79571890830994,156.22599720954895
289,13,1,124.96587371826172,75.70713178958333,178.1660668849945,144.13394939899445,175.70258975028992,187.38678002357483
290,13,2,131.24575805664062,75.70713178958333,182.64384269714355,153.91894257068634,187.21621298789975,210.9679033756256
291,13,3,142.58546447753906,75.70713178958333,191.85718846321103,159.2638120651245,206.84018087387085,213.21233129501343
292,13,4,151.31854248046875,75.70713178958333,199.2492206096649,164.13959443569183,213.91274046897888,221.15139746665955
293,13,5,171.044189453125,75.70713178958333,204.33834028244016,163.78100621700287,218.69313979148865,205.3459002971649
294,13,6,188.7353057861328,75.70713178958333,205.8046083450317,157.14392131567,206.9445552825928,183.06845378875727
295,13,7,194.6629943847656,75.70713178958333,165.04270315170288,124.76453566551208,159.89322352409363,171.42778772115707
296,13,8,185.0341796875,75.70713178958333,89.80544090270996,81.37054252624512,101.1676414012909,112.5661597251892
297,13,9,156.5982666015625,75.70713178958333,40.41970479488373,37.88470661640167,50.46308994293213,66.06038069725037
298,13,10,140.32443237304688,75.70713178958333,-10.102482318878174,-6.213101148605347,-15.835027813911438,-20.518285751342773
299,13,11,125.66991424560548,75.70713178958333,-32.3001720905304,-36.77634584903717,-65.05552935600281,-38.49863982200623
300,13,12,107.1439971923828,75.70713178958333,-18.176260471343998,-14.321778655052183,13.864254474639893,-34.759719252586365
301,13,13,104.987548828125,75.70713178958333,-4.925013065338135,-7.619789004325867,2.2958306074142456,-16.30121099948883
302,13,14,94.84707641601562,75.70713178958333,41.15626978874207,37.99748969078064,56.39205873012543,33.24739372730255
303,13,15,98.11817169189452,75.70713178958333,79.6877977848053,67.82262873649597,97.46365571022034,67.2288926243782
304,13,16,97.44100189208984,75.70713178958333,128.89234924316406,111.22085428237916,136.83561700582504,106.93012285232544
305,13,17,107.3821792602539,75.70713178958333,145.10606265068054,114.5465611219406,121.9507052898407,118.86010837554932
306,13,18,118.46178436279295,75.70713178958333,148.60040378570557,119.94121479988098,114.32548213005066,137.0891044139862
307,13,19,122.83306884765624,75.70713178958333,148.40316820144653,124.82722437381744,118.7595899105072,126.59569931030272
308,13,20,126.46868896484376,75.70713178958333,149.3980016708374,124.53582119941711,157.64560616016388,141.41114139556885
309,13,21,126.70492553710938,75.70713178958333,134.40599179267883,120.14569473266602,170.74990439414978,141.59257769584656
310,13,22,115.33610534667967,75.70713178958333,127.71150064468384,112.81208395957948,159.49604320526123,130.5974600315094
311,13,23,101.85758209228516,75.70713178958333,129.7797713279724,105.26362931728364,139.5065928697586,114.31610441207886
312,14,0,102.2989730834961,52.49715500095834,129.4439206123352,114.3267992734909,145.74895763397217,134.05893969535828
313,14,1,97.00363159179688,52.49715500095834,133.61450695991516,113.77407884597778,133.7200653553009,130.91869115829468
314,14,2,100.34920501708984,52.49715500095834,131.8097996711731,113.26769483089448,122.44284439086914,125.3320848941803
315,14,3,104.38424682617188,52.49715500095834,130.42384338378906,124.96372413635254,165.19962644577026,150.82232874631882
316,14,4,106.08201599121094,52.49715500095834,144.38694977760315,137.12547779083252,168.97896122932434,164.76836323738098
317,14,5,112.7345199584961,52.49715500095834,142.75655102729797,113.86631137132645,130.86735332012177,131.882643699646
318,14,6,119.8216781616211,52.49715500095834,147.53689432144165,145.68416249752045,176.73936820030212,145.33448588848114
319,14,7,138.8494110107422,52.49715500095834,141.31902527809143,130.09479880332947,142.9307757616043,139.15403079986572
320,14,8,132.8922119140625,52.49715500095834,79.47670006752014,69.16880941390991,95.8265300989151,63.37473320960999
321,14,9,129.0340576171875,52.49715500095834,30.80065810680389,29.73654305934906,52.62793684005737,42.18201386928558
322,14,10,122.29415893554688,52.49715500095834,15.27217710018158,15.304945468902588,24.293610095977783,-17.231480479240417
323,14,11,98.44074249267578,52.49715500095834,-61.03659915924072,-62.30338370800018,-49.97161173820496,-87.99820339679718
324,14,12,84.6783218383789,52.49715500095834,-65.25528001785278,-54.08259415626526,-71.223517537117,-72.22521257400513
325,14,13,70.95877075195312,52.49715500095834,-33.99917995929718,-24.0128413438797,-43.70274353027344,-30.156269907951355
326,14,14,78.55008697509766,52.49715500095834,-6.294025301933289,0.4867044687271118,-22.237266182899475,-18.372629404067997
327,14,15,72.41320037841797,52.49715500095834,35.75592613220215,39.05026388168335,33.71244430541992,21.05734062194824
328,14,16,63.28773498535156,52.49715500095834,112.47964477539062,105.9682002067566,85.25865944847465,93.4417974948883
329,14,17,89.46795654296875,52.49715500095834,121.1485584974289,112.4026038646698,117.37817311286926,107.92615354061128
330,14,18,99.7128677368164,52.49715500095834,108.84510219097136,98.11536955833436,97.50190448760986,83.88922584056854
331,14,19,84.91388702392578,52.49715500095834,115.8831467628479,107.55612742900848,121.18687951564787,107.9564723968506
332,14,20,90.87213897705078,52.49715500095834,106.56332457065582,98.24274945259094,97.14157712459564,81.01885414123535
333,14,21,81.95797729492188,52.49715500095834,93.7739610671997,85.58026659488678,119.45526123046876,92.60688823461533
334,14,22,67.54139709472656,52.49715500095834,99.544970870018,86.11011224985123,135.67279434204102,109.57086372375488
335,14,23,66.24932098388672,52.49715500095834,103.93807244300842,82.35700589418411,130.08123886585236,98.90017729997636
336,15,0,60.39925384521485,46.715857215125,99.2634066939354,81.34153008460999,126.47354793548584,85.88658308982849
337,15,1,61.068843841552734,46.715857215125,103.86043751239777,86.58051133155823,108.07110524177553,84.62448465824127
338,15,2,61.73260498046875,46.715857215125,99.9221532344818,90.96972393989564,85.96386098861694,85.53117537498474
339,15,3,63.41401672363281,46.715857215125,106.99049401283264,104.51618349552156,93.578528881073,98.30378031730652
340,15,4,73.4420394897461,46.715857215125,106.36920487880708,96.7314913868904,64.62438905239105,115.22708916664124
341,15,5,72.68695831298828,46.715857215125,105.86148810386658,91.46723902225494,153.8689045906067,125.59557944536208
342,15,6,81.35742950439453,46.715857215125,115.12110053002834,101.44045692682266,124.5363286435604,135.01174330711365
343,15,7,98.28408813476562,46.715857215125,82.84027552604675,74.13924926519394,100.70782351493835,87.61147862672806
344,15,8,82.76566314697266,46.715857215125,64.26987344026566,65.14724987745285,74.3065996170044,68.99663424491882
345,15,9,82.92692565917969,46.715857215125,59.54460579156876,70.15492218732834,73.20761805772781,67.31586170196533
346,15,10,75.91702270507812,46.715857215125,66.90737730264664,72.86582058668137,93.67393499612808,53.746631026268005
347,15,11,83.31989288330078,46.715857215125,53.04166004061699,57.088248670101166,58.2952287197113,50.64530095458031
348,15,12,65.77217102050781,46.715857215125,21.132642835378647,32.30445039272308,55.70768058300018,37.26830303668976
349,15,13,62.06061172485352,46.715857215125,-15.166226148605348,-12.823155760765076,-3.112395167350769,-8.173734068870544
350,15,14,51.62389755249024,46.715857215125,-19.706656396389008,-7.893360793590546,-18.04043155908585,-26.282463908195496
351,15,15,47.51331329345703,46.715857215125,14.429255917668344,36.42414861917496,-11.173047363758087,15.422559380531313
352,15,16,50.62835311889648,46.715857215125,70.95013698935509,90.83346343040466,50.311935149133205,84.8805895447731
353,15,17,65.56291198730469,46.715857215125,89.94147574901581,90.94314992427826,81.78711879253387,84.3026595711708
354,15,18,61.30098724365234,46.715857215125,95.91190433502196,112.93092501163484,107.66625428199768,94.84942746162416
355,15,19,83.94839477539062,46.715857215125,89.36823725700378,95.30116426944733,82.02244156599045,77.49562466144562
356,15,20,66.5700454711914,46.715857215125,89.41714453697205,97.46093893051147,105.95790219306946,66.85376965999603
357,15,21,63.35731506347656,46.715857215125,80.68095362186432,87.45347332954407,101.03592026233672,69.14583659172058
358,15,22,51.04682159423828,46.715857215125,72.17394596338272,78.30253636837006,86.22471153736115,61.146819442510605
359,15,23,49.38359832763672,46.715857215125,92.431793063879,88.25061357021332,107.26132214069366,94.54741215705872
360,16,0,49.17684173583984,50.15172543847916,74.22925278544426,81.99590337276459,86.66542649269104,70.50691574811935
361,16,1,42.44547271728516,50.15172543847916,79.06893634796143,84.26188069581985,87.14557707309723,74.57549440860748
362,16,2,44.20927429199219,50.15172543847916,85.14558494091034,98.05324256420135,79.56318658590317,86.10172617435455
363,16,3,53.1553955078125,50.15172543847916,87.54937756061554,89.30573290586472,82.95287048816681,78.20185816287994
364,16,4,50.4902229309082,50.15172543847916,87.59553718566895,97.06510734558104,91.69324016571044,94.86173737049104
365,16,5,58.61738204956055,50.15172543847916,86.32411742210388,95.10029888153076,87.53156328201294,96.17171084880827
366,16,6,61.07787322998047,50.15172543847916,101.02614387869836,114.67397218942642,112.6922895014286,118.14129219949244
367,16,7,87.47868347167969,50.15172543847916,74.62832146883011,84.26876640319824,79.44219386577606,88.84938287734985
368,16,8,66.76689147949219,50.15172543847916,44.65014272928238,61.27138406038284,62.33956360816956,49.54497683048248
369,16,9,61.223758697509766,50.15172543847916,58.11987727880478,63.24709093570709,69.1323436498642,60.7061380147934
370,16,10,69.43760681152344,50.15172543847916,31.940826416015625,39.38459575176239,71.43673646450043,20.93893325328827
371,16,11,66.7200698852539,50.15172543847916,35.57347059249878,22.34504806995392,54.64702296257019,17.765401601791382
372,16,12,65.62936401367188,50.15172543847916,28.220587015151978,19.390695333480835,28.605643153190613,3.9179145097732544
373,16,13,71.00839233398438,50.15172543847916,12.473963856697084,-4.932430505752564,12.826090574264526,2.3824212551116943
374,16,14,72.00782775878906,50.15172543847916,89.93820822238922,77.4767951965332,69.96625280380249,69.15393528342247
375,16,15,79.37616729736328,50.15172543847916,117.93025171756744,96.41595888137816,138.03007984161377,132.13045102357864
376,16,16,97.36740112304688,50.15172543847916,129.2454273700714,109.44671189785004,115.58334958553314,90.47057574987411
377,16,17,108.5020751953125,50.15172543847916,149.23889899253845,128.8292465209961,148.11756658554077,131.22945654392242
378,16,18,125.44942474365234,50.15172543847916,143.99715280532837,123.17923402786256,124.43550682067873,100.18372809886932
379,16,19,118.01306915283205,50.15172543847916,144.23422050476074,118.92736995220184,129.18427419662476,122.35267651081084
380,16,20,118.24507904052734,50.15172543847916,146.81709551811218,117.10496938228609,134.0462408065796,148.6114717721939
381,16,21,120.76683044433594,50.15172543847916,152.48977613449097,118.7063374519348,135.7617529630661,131.4550967812538
382,16,22,119.84837341308594,50.15172543847916,151.29164457321167,115.30003154277802,174.96114373207092,135.35804629325867
383,16,23,112.10393524169922,50.15172543847916,152.35544323921204,120.2529788017273,164.92934608459473,133.3680375814438
384,17,0,109.98928833007812,81.06656552196667,160.88027620315552,123.55457389354706,157.71910202503204,154.26639223098755
385,17,1,112.37775421142578,81.06656552196667,165.03586173057556,122.40965700149536,154.25350761413574,145.7840954065323
386,17,2,116.51451110839844,81.06656552196667,168.30190443992615,116.3370804786682,158.21089684963226,162.5578293800354
387,17,3,121.74144744873048,81.06656552196667,178.11329054832458,124.6092096567154,168.34982705116272,166.55263477563858
388,17,4,136.19505310058594,81.06656552196667,183.5723385810852,130.8846869468689,175.57143998146057,182.39898562431333
389,17,5,145.40960693359375,81.06656552196667,169.70209741592407,129.28022372722626,177.36502063274384,159.0242758989334
390,17,6,145.3717498779297,81.06656552196667,184.6620945930481,145.3472262620926,193.39319324493408,199.1669681072235
391,17,7,161.47203063964844,81.06656552196667,188.71962118148804,149.5962085723877,206.61838245391849,195.874346613884
392,17,8,165.1212921142578,81.06656552196667,156.77253198623657,121.66442227363586,153.58017194271088,144.86135059595108
393,17,9,152.3241729736328,81.06656552196667,139.31994697451591,110.88351708650588,164.57609698176384,123.86040550470352
394,17,10,148.8159942626953,81.06656552196667,75.07568752765656,45.03204941749573,82.16969323158264,78.55879855155945
395,17,11,154.54879760742188,81.06656552196667,53.47576069831848,40.237305760383606,70.96073532104492,32.0431991815567
396,17,12,152.77688598632812,81.06656552196667,42.29426193237305,29.98453187942505,34.06459927558899,20.437434911727905
397,17,13,122.25841522216795,81.06656552196667,54.125959157943726,44.0675595998764,59.27692401409149,67.33651888370514
398,17,14,91.59080505371094,81.06656552196667,82.30986416339874,64.69084924459457,81.32682621479034,81.51924151182175
399,17,15,90.01214599609375,81.06656552196667,103.2577097415924,82.780810713768,92.43841540813446,84.46221390366554
400,17,16,90.17408752441406,81.06656552196667,132.86142843961716,109.92258894443512,129.43480360507965,113.99527579545976
401,17,17,106.76130676269533,81.06656552196667,137.59178185462952,114.9764654636383,122.15142381191254,131.48891162872314
402,17,18,109.72970581054688,81.06656552196667,133.29963564872742,109.9186508655548,129.91590023040771,100.3740005493164
403,17,19,107.01849365234376,81.06656552196667,131.75138449668884,110.25177454948424,124.82895648479462,135.55269718170166
404,17,20,102.26530456542967,81.06656552196667,135.80510139465332,117.14860594272614,125.79929494857788,110.46638834476472
405,17,21,102.36077117919922,81.06656552196667,122.86260795593262,106.10725665092468,136.49491107463837,137.52467906475067
406,17,22,91.37622833251952,81.06656552196667,119.57486152648926,103.5929799079895,137.64518070220947,96.13689386844636
407,17,23,89.84978485107422,81.06656552196667,121.55035352706908,100.78653073310852,140.7827433347702,107.2491771876812
408,18,0,85.78440856933594,63.48714293325,124.02069807052612,103.68948769569396,132.91424345970154,94.3690984249115
409,18,1,84.70230865478516,63.48714293325,124.85472583770752,100.85324335098268,127.04235434532166,131.3283829689026
410,18,2,79.75355529785156,63.48714293325,123.3455708026886,101.95874869823456,134.49615931510925,125.15411353111269
411,18,3,79.0567855834961,63.48714293325,123.0805081129074,101.49811577796936,113.16335320472716,108.5413057655096
412,18,4,80.46321868896484,63.48714293325,122.41068947315216,102.52010440826416,113.15592801570892,115.01809549331664
413,18,5,86.46700286865234,63.48714293325,139.90867853164673,124.94732880592346,151.8149117231369,127.2072710096836
414,18,6,107.00365447998048,63.48714293325,138.53334140777588,118.75152349472046,140.4053614139557,154.18694269657135
415,18,7,114.16075897216795,63.48714293325,125.76876497268675,98.90324932336809,104.43998622894289,109.88097089529036
416,18,8,115.22586822509766,63.48714293325,124.97265982627869,106.44348686933516,131.32829332351685,139.32148826122284
417,18,9,130.22459411621094,63.48714293325,69.26046478748322,48.042123794555664,93.20823276042938,44.58390665054321
418,18,10,99.16029357910156,63.48714293325,35.86962568759918,20.04169452190399,53.60107815265656,35.5872642993927
419,18,11,88.4161605834961,63.48714293325,29.79624605178833,17.773768663406372,52.51691460609436,7.772906422615051
420,18,12,88.6089096069336,63.48714293325,106.58639883995056,90.94345074892044,108.43375200033188,78.0499347448349
421,18,13,124.38429260253906,63.48714293325,79.57329416275024,64.58940088748932,96.61156487464903,56.775998413562775
422,18,14,90.00718688964844,63.48714293325,70.92535877227783,56.0038965344429,77.29522550106049,76.16578412055969
423,18,15,79.17961883544922,63.48714293325,105.59007048606873,87.68636286258698,95.99500715732574,103.44919887185095
424,18,16,87.49785614013672,63.48714293325,125.7231423854828,107.89292514324188,114.23683762550354,116.93659880012274
425,18,17,100.12535858154295,63.48714293325,127.72675108909608,107.62593591213226,116.85771036148073,118.85518896579742
426,18,18,102.05941009521484,63.48714293325,126.33347618579865,102.974667429924,101.34916496276855,120.18616127967834
427,18,19,98.02061462402344,63.48714293325,141.47794365882874,124.05846893787384,141.03469276428223,113.45572364330292
428,18,20,113.17389678955078,63.48714293325,126.5244015455246,113.64370369911194,139.36658883094788,117.01461005210876
429,18,21,101.2408447265625,63.48714293325,133.70946073532104,117.2457548379898,157.58229434490204,122.9235565662384
430,18,22,98.97335052490234,63.48714293325,117.23885726928712,104.3622454404831,156.73897242546082,129.45655834674835
431,18,23,79.11803436279297,63.48714293325,121.09960079193117,106.1067991256714,138.88919246196747,110.87892258167268
432,19,0,84.13113403320312,46.068102811816665,119.80242967605592,100.0172642469406,120.40120029449464,118.22902917861938
433,19,1,80.15221405029297,46.068102811816665,121.20302867889404,108.71685087680817,145.52550554275513,130.9053739309311
434,19,2,79.83261108398438,46.068102811816665,117.85035371780396,109.58525657653809,141.2621819972992,110.11111581325532
435,19,3,81.32964324951172,46.068102811816665,125.9102532863617,107.20571672916412,124.89964389801024,119.66314482688904
436,19,4,84.37615966796875,46.068102811816665,131.83965063095093,116.11703562736513,129.6186419725418,123.64534711837769
437,19,5,92.20836639404295,46.068102811816665,141.59663128852844,124.65622544288637,134.86912417411804,128.48790526390076
438,19,6,106.4215850830078,46.068102811816665,122.6322774887085,101.61458081007004,123.66890835762024,121.6611067056656
439,19,7,104.27645874023438,46.068102811816665,83.92534160614014,73.50639164447784,74.80094474554062,77.22556185722351
440,19,8,105.28225708007812,46.068102811816665,30.86939370632172,28.38778614997864,46.023563623428345,33.83817219734192
441,19,9,96.86707305908205,46.068102811816665,-16.861467123031616,-20.736040472984318,-5.999001145362854,-31.0521399974823
442,19,10,90.50980377197266,46.068102811816665,-13.29853868484497,-8.420485258102417,-4.111607313156128,-39.28868043422699
443,19,11,107.5627212524414,46.068102811816665,-42.50860095024109,-33.674469232559204,-38.75354206562042,-46.1805671453476
444,19,12,67.61375427246094,46.068102811816665,-64.20313966274261,-48.51873862743378,-59.19341111183167,-76.63338160514832
445,19,13,62.92708206176758,46.068102811816665,-33.59445655345917,-17.542889714241028,-39.51698422431946,-26.69549190998077
446,19,14,61.05606842041016,46.068102811816665,55.160802721977234,68.07473659515381,51.4555349946022,60.23426082730293
447,19,15,62.84028625488281,46.068102811816665,65.21338866651058,66.84233784675598,93.2113419175148,53.065325409173965
448,19,16,60.681034088134766,46.068102811816665,91.80314165353776,91.09565818309784,86.7556381225586,96.47410011291504
449,19,17,83.90052032470703,46.068102811816665,91.14343410730362,86.00821709632874,83.79021489620209,94.5447154045105
450,19,18,82.25052642822266,46.068102811816665,98.4145129919052,90.64812004566193,94.39875447750092,77.05183219909668
451,19,19,85.46473693847656,46.068102811816665,106.73409950733183,96.98515021800996,97.64239716529846,94.40061485767365
452,19,20,89.05059814453125,46.068102811816665,89.84903180599213,80.6855486035347,102.6270112991333,79.8524022102356
453,19,21,69.06314849853516,46.068102811816665,96.50051593780518,85.82559931278229,107.00684642791748,92.15082013607024
454,19,22,70.07445526123047,46.068102811816665,85.0093400478363,73.87027907371521,113.35500299930573,79.32395279407501
455,19,23,53.64989471435547,46.068102811816665,82.06546866893768,69.81316429376602,93.04217064380646,77.33758646249771
456,20,0,50.3849983215332,41.165601924820834,88.17362475395203,73.10515284538269,103.51082599163055,84.5107090473175
457,20,1,51.18864059448242,41.165601924820834,100.47676682472228,85.946014046669,105.42851066589355,93.38098549842834
458,20,2,59.71943283081055,41.165601924820834,85.59887075424194,72.61192762851715,88.78584855794907,87.73111420869827
459,20,3,47.978153228759766,41.165601924820834,95.14582002162932,83.84669888019562,87.68808591365814,83.08007097244263
460,20,4,54.45511245727539,41.165601924820834,95.0927633047104,87.27738988399506,88.98408931493759,83.19753968715668
461,20,5,56.51552963256836,41.165601924820834,98.38481244444849,95.13870227336884,96.91710329055786,103.74995839595796
462,20,6,66.92340850830078,41.165601924820834,89.40699917078018,89.5554866194725,104.14019918441772,80.68635392934084
463,20,7,70.50196838378906,41.165601924820834,77.33178827166557,76.80106538534164,76.33986228704453,91.75890910625458
464,20,8,72.14820098876953,41.165601924820834,38.57898163795471,34.25441926717758,56.406492829322815,36.11084741353989
465,20,9,66.2620620727539,41.165601924820834,14.259570479393004,14.355034351348875,36.46731960773468,10.625969290733336
466,20,10,56.26852798461914,41.165601924820834,1.3694440126419067,4.038454651832581,24.65214693546295,-10.373868227005005
467,20,11,50.58027267456055,41.165601924820834,31.863109827041622,34.166481494903564,52.38892304897308,23.761320650577545
468,20,12,47.81133270263672,41.165601924820834,18.897394835948944,27.836622834205627,36.12844586372376,16.480262875556946
469,20,13,51.9427490234375,41.165601924820834,51.65924280881882,59.55239054560661,69.61454427242279,45.90588065981865
470,20,14,52.5656852722168,41.165601924820834,55.69832479953766,67.20469889044762,67.54413598775864,42.94337564706802
471,20,15,57.35149383544922,41.165601924820834,58.55462288856506,70.9112703204155,70.31058955192566,63.10883566737175
472,20,16,51.97703170776367,41.165601924820834,73.44673466682434,86.94616466760635,78.66062957048416,69.45916706323624
473,20,17,62.74883270263672,41.165601924820834,72.34912604093552,82.44726622104645,76.38767182826996,80.25601518154144
474,20,18,57.60825729370117,41.165601924820834,70.01063334941864,84.54340028762817,70.95889639854431,78.12944602966309
475,20,19,55.77864837646485,41.165601924820834,62.874121487140656,74.40216982364655,73.93264603614807,77.13777387142181
476,20,20,41.94115447998047,41.165601924820834,58.582948327064514,75.63145411014557,62.22834664583206,51.87452107667923
477,20,21,46.1693115234375,41.165601924820834,51.18264344334602,69.46110355854034,53.14965760707855,52.24648544192314
478,20,22,34.30612564086914,41.165601924820834,46.29711380600929,61.72044622898102,44.60133835673332,31.001489371061325
479,20,23,26.05771255493164,41.165601924820834,45.193412095308304,59.72816717624664,50.31665736436844,51.77742764353752
480,21,0,20.290678024291992,32.352004676662496,40.72228127717972,59.4057776927948,43.52884876728058,48.6582310795784
481,21,1,22.562475204467773,32.352004676662496,43.90131860971451,60.84080868959427,41.76423329114914,57.91612392663956
482,21,2,19.979167938232425,32.352004676662496,34.83557632565498,65.19607084989548,36.78914076089859,54.702345848083496
483,21,3,20.619497299194336,32.352004676662496,44.52353972196579,77.81796604394913,37.91461157798767,57.61144876480103
484,21,4,24.41485977172852,32.352004676662496,56.40416920185089,90.82521790266036,81.12431573867798,70.0372819006443
485,21,5,44.56306076049805,32.352004676662496,53.32510980963707,90.6932886838913,63.87047052383423,73.85566893219948
486,21,6,46.42192840576172,32.352004676662496,41.06785370409489,70.71292859315872,65.90012513101101,63.95853701233864
487,21,7,40.72792816162109,32.352004676662496,5.6262209713459015,34.91786062717438,-5.218876212835312,19.56724762916565
488,21,8,36.12666702270508,32.352004676662496,-30.449354350566864,2.6414949893951416,-0.8489275872707367,-16.27464610338211
489,21,9,42.30685424804688,32.352004676662496,-58.60461950302124,-22.79619717597961,-39.964412569999695,-59.45736753940582
490,21,10,33.3382682800293,32.352004676662496,-77.97602140903473,-42.31607007980347,-65.55877232551575,-100.98085188865662
491,21,11,28.442781448364254,32.352004676662496,-14.90911054611206,20.723089933395386,-14.95883709192276,-21.13103699684143
492,21,12,37.67508316040039,32.352004676662496,17.01512834429741,46.302112460136414,31.48640519380569,9.20905351638794
493,21,13,46.44404602050781,32.352004676662496,12.1843740940094,37.210379898548126,16.699308931827545,2.5195268988609314
494,21,14,32.40142822265625,32.352004676662496,44.52218456566334,64.73825997114182,32.63700893521309,43.16947561502457
495,21,15,38.53913116455078,32.352004676662496,69.44015324115753,86.48704594373703,68.61776158213615,73.88564045727253
496,21,16,58.2510986328125,32.352004676662496,83.72756826877594,99.54250276088716,65.20881992578506,89.98628497123718
497,21,17,79.17549133300781,32.352004676662496,88.03297924995422,94.41015481948853,94.42346858978271,62.907847821712494
498,21,18,70.06909942626953,32.352004676662496,108.6375629901886,108.55962705612184,91.92371928691864,85.10648477077484
499,21,19,83.34078979492188,32.352004676662496,101.25670564174652,96.59322381019592,108.91341865062714,84.52383315563202
500,21,20,74.35028839111328,32.352004676662496,109.59581100940704,98.27592694759367,93.41303741931917,83.69448053836823
501,21,21,76.25001525878906,32.352004676662496,111.89417254924774,102.54380357265472,119.4988100528717,75.26526242494583
502,21,22,81.84807586669922,32.352004676662496,104.78890717029572,96.39665913581848,116.0902055501938,87.82922673225403
503,21,23,75.81649780273438,32.352004676662496,107.11955559253693,98.63681054115295,108.57150518894196,82.1795916557312
504,22,0,77.50985717773438,73.539249575,113.92518603801727,98.95975947380066,113.77807331085204,94.37998974323273
505,22,1,74.49581146240234,73.539249575,113.79360735416412,103.30199694633484,108.92498517036438,87.80710777640343
506,22,2,79.60541534423828,73.539249575,124.62465119361876,103.1796169281006,114.04040837287904,98.053107380867
507,22,3,81.83977508544922,73.539249575,126.86585783958436,112.65320491790771,117.78265821933746,106.51838247478008
508,22,4,92.92958068847656,73.539249575,132.96627414226532,112.43302869796752,114.77916264533997,121.69204580783844
509,22,5,93.11831665039062,73.539249575,139.72882544994354,125.88596594333649,136.87710094451904,146.67098903656006
510,22,6,115.0520477294922,73.539249575,141.02394580841064,122.01555645465852,122.1247936487198,135.6490200161934
511,22,7,116.41493225097656,73.539249575,140.77820086479187,116.88299709558488,139.74415147304535,143.6828808784485
512,22,8,120.85983276367188,73.539249575,132.98807406425476,104.72510862350464,125.80637121200562,116.85587203502656
513,22,9,117.09041595458984,73.539249575,113.33461779356004,89.38081300258636,111.77302551269533,108.85579454898834
514,22,10,115.26864624023438,73.539249575,105.34529840946198,75.75667852163315,122.48521828651428,72.84193104505539
