hour,day,hour_of_day,baseline_load,plotted_target_load,weighted_comm_default,weighted_comm_alpha090_beta010,weighted_comm_alpha055_beta045
302,13,14,87.27594757080078,75.70713178958333,17.766844034194946,30.01045107841492,29.608118414878845
303,13,15,91.46422576904295,75.70713178958333,46.35188913345337,62.99042451381683,76.14574325084686
304,13,16,91.62541961669922,75.70713178958333,110.70677095651628,119.48108637332916,103.05698972940444
305,13,17,103.21998596191406,75.70713178958333,120.15396904945374,121.12518656253816,102.09700083732604
306,13,18,113.29293060302734,75.70713178958333,123.89041697978972,117.15286374092102,102.47813737392426
307,13,19,118.71649932861328,75.70713178958333,139.30217170715332,118.3853235244751,116.87625455856325
308,13,20,122.42932891845705,75.70713178958333,122.89495968818665,124.74713265895844,109.3625875711441
309,13,21,120.75924682617188,75.70713178958333,121.74475491046906,120.643470287323,116.39262354373932
310,13,22,109.23758697509766,75.70713178958333,89.21173787117004,94.5669400691986,106.39296579360962
311,13,23,93.5207290649414,75.70713178958333,101.20017552375792,88.42320251464844,98.91896170377731
312,14,0,91.55084228515624,52.49715500095834,61.23258316516876,95.4650868177414,78.84447073936462
313,14,1,84.63860321044922,52.49715500095834,69.75974261760712,94.2925901412964,93.14147412776948
314,14,2,89.9720687866211,52.49715500095834,69.67422831058502,107.35800218582152,109.21667981147766
315,14,3,93.7202377319336,52.49715500095834,82.88107776641846,100.3549107313156,96.22859060764311
316,14,4,96.12044525146484,52.49715500095834,137.82929229736328,110.97033977508544,119.51213037967682
317,14,5,103.75924682617188,52.49715500095834,132.91338002681732,105.23896938562392,105.57765603065492
318,14,6,110.3991928100586,52.49715500095834,152.1123696565628,121.1379932165146,110.98714269325136
319,14,7,132.65432739257812,52.49715500095834,143.45373225212097,101.344341725111,101.43821269273758
320,14,8,129.2174835205078,52.49715500095834,75.11692547798157,52.54464554786682,50.290274024009705
321,14,9,126.61003112792967,52.49715500095834,15.48744535446167,4.712890982627869,-4.20237672328949
322,14,10,119.1618423461914,52.49715500095834,-16.25101363658905,-18.12956726551056,4.006073951721191
323,14,11,94.64727783203124,52.49715500095834,-76.79296123981476,-83.15208268165588,-74.47495746612549
324,14,12,81.27610778808594,52.49715500095834,-93.28502249717712,-83.37041521072388,-64.00301480293274
325,14,13,67.703369140625,52.49715500095834,-67.39117002487183,-41.61267530918121,-36.759124636650085
326,14,14,74.50686645507812,52.49715500095834,-35.474202275276184,-16.163698077201843,-22.10541677474976
327,14,15,70.29700469970703,52.49715500095834,31.827654480934143,22.28211241960525,14.35241836309433
328,14,16,60.714298248291016,52.49715500095834,84.04265874624252,98.21060313284396,77.29749759286642
329,14,17,85.84542846679688,52.49715500095834,79.99830520153046,89.69194033741951,94.90941685438156
330,14,18,95.8428192138672,52.49715500095834,74.65336573123932,93.26527374982834,96.41041570901872
331,14,19,81.28543090820312,52.49715500095834,90.63618302345276,92.42706286907196,100.47999179363252
332,14,20,86.93305206298828,52.49715500095834,77.98665273189545,85.21775871515274,91.62812423706056
333,14,21,77.70269775390625,52.49715500095834,62.20014977455139,66.6200921535492,72.00769305229187
334,14,22,63.25113677978516,52.49715500095834,72.8492460846901,61.69313061237335,101.4179071187973
335,14,23,60.83314514160156,52.49715500095834,63.056923389434814,48.463623613119125,75.856882750988
336,15,0,53.34746551513672,46.715857215125,62.015480399131775,46.23911595344544,95.59756329655649
337,15,1,54.01667404174805,46.715857215125,52.119206607341766,50.16562905907631,78.31411772966385
338,15,2,54.811622619628906,46.715857215125,43.17413067817688,61.65329307317734,65.49426797032356
339,15,3,56.73657989501953,46.715857215125,58.68402770161629,79.35053050518036,59.81688079237938
340,15,4,67.82991790771484,46.715857215125,75.79441103339195,79.88632392883301,54.38276097178459
341,15,5,67.71248626708984,46.715857215125,88.60821628570557,89.54319131374359,87.30658373236656
342,15,6,77.28739929199219,46.715857215125,103.58851838856936,93.29657649993896,89.35432106256485
343,15,7,94.29778289794922,46.715857215125,75.1434155702591,72.15431088209152,72.39022320508957
344,15,8,80.66535186767578,46.715857215125,67.98492032289505,68.23211324214935,49.975633442401886
345,15,9,80.85806274414062,46.715857215125,72.05361115932465,37.18604987859726,61.57560783624649
346,15,10,74.5751724243164,46.715857215125,62.493531227111816,58.524582892656326,44.6288201212883
347,15,11,81.56472778320312,46.715857215125,40.773902505636215,58.71739050745964,44.63546532392502
348,15,12,64.92172241210938,46.715857215125,37.5875962972641,24.684390604496,-0.8997918367385864
349,15,13,61.69205856323242,46.715857215125,-31.207852244377136,-28.243155658245087,-37.94521975517273
350,15,14,51.218936920166016,46.715857215125,-39.550577044487,-35.76444748044014,-34.57056277990341
351,15,15,47.51331329345703,46.715857215125,-6.703608989715576,1.1094804257154465,11.28557215631008
352,15,16,50.5125617980957,46.715857215125,32.958453975617886,57.784368604421616,73.56415930390358
353,15,17,64.98613739013672,46.715857215125,45.0269290804863,67.17841655015945,55.51604324579239
354,15,18,61.30098342895508,46.715857215125,82.61100378632545,87.54159918427467,87.4139493405819
355,15,19,83.6640853881836,46.715857215125,66.1991599202156,74.66836631298065,67.91436660289764
356,15,20,65.89448547363281,46.715857215125,63.46792137622833,71.36072415113449,78.51947623491287
357,15,21,63.05545425415039,46.715857215125,53.82676655054093,48.834830194711685,50.560233652591705
358,15,22,50.84931182861328,46.715857215125,43.08123153448105,36.3169067800045,53.06745493412018
359,15,23,46.49288558959961,46.715857215125,62.20270955562592,58.514096319675446,45.43973559141159
360,16,0,45.991798400878906,50.15172543847916,55.8375746011734,44.80831867456436,62.86986994743347
361,16,1,40.06929016113281,50.15172543847916,62.84895986318588,49.17167240381241,47.12312471866608
362,16,2,41.49689483642578,50.15172543847916,77.24528649449348,61.03211033344269,62.85334303975105
363,16,3,51.383079528808594,50.15172543847916,64.6004895567894,49.24142336845398,55.42297413945198
364,16,4,47.06401443481445,50.15172543847916,76.5231385231018,56.19869592785835,70.94329407811165
365,16,5,56.79361343383789,50.15172543847916,80.1767588853836,45.80926662683487,60.79161268472672
366,16,6,58.79904556274414,50.15172543847916,100.31449821591376,84.96472080051899,88.57116271555424
367,16,7,87.9500961303711,50.15172543847916,63.56205958127976,63.26610085368157,57.026361525058746
368,16,8,65.60357666015625,50.15172543847916,51.3674304485321,46.83097839355469,36.832622706890106
369,16,9,61.40835189819336,50.15172543847916,50.60285305976868,45.25501316785813,35.207450330257416
370,16,10,67.81507873535156,50.15172543847916,32.83473378419876,31.55831182003021,25.051701307296756
371,16,11,64.88291931152344,50.15172543847916,11.431263327598572,22.725024580955505,-2.159091293811798
372,16,12,59.94571304321289,50.15172543847916,14.600569605827332,10.932976007461548,-5.445401549339294
373,16,13,67.18712615966797,50.15172543847916,-18.275007724761963,-8.120306491851807,-20.285636603832245
374,16,14,66.49383544921875,50.15172543847916,63.1887466609478,52.61232578754425,54.37400761246681
375,16,15,73.96867370605469,50.15172543847916,82.42966141551733,83.28614467382431,86.51976386457682
376,16,16,90.845947265625,50.15172543847916,92.12851798534392,89.26612597703934,81.36539471149445
377,16,17,102.32071685791016,50.15172543847916,126.57867872714996,102.94636619091034,117.77467846870422
378,16,18,121.45694732666016,50.15172543847916,116.38447391986848,102.42011296749116,109.12154924869536
379,16,19,114.21485137939452,50.15172543847916,128.39101600646973,103.08431446552277,112.06168162822723
380,16,20,112.6436538696289,50.15172543847916,113.23603808879852,117.47785592079164,110.21198630332948
381,16,21,114.70547485351562,50.15172543847916,141.1849844455719,112.58327734470367,109.73810577392578
382,16,22,110.51747131347656,50.15172543847916,100.84067142009737,87.34341621398926,105.12832164764404
383,16,23,99.26115417480467,50.15172543847916,111.23207449913023,103.18037915229796,90.85060334205627
384,17,0,96.14120483398438,81.06656552196667,110.22260117530824,104.12299120426178,113.53848385810852
385,17,1,96.9306640625,81.06656552196667,118.55683851242064,103.59379363059998,116.12490677833556
386,17,2,101.52293395996094,81.06656552196667,109.59651720523834,120.42145490646362,122.56494200229643
387,17,3,104.75152587890624,81.06656552196667,130.39380073547363,112.47950339317322,117.93537092208862
388,17,4,119.9015655517578,81.06656552196667,138.46987903118134,138.504007935524,138.35633862018585
389,17,5,128.9701385498047,81.06656552196667,136.80515909194946,138.49855613708496,125.050550699234
390,17,6,133.96066284179688,81.06656552196667,145.67720133066177,165.20208859443665,145.62348264455795
391,17,7,151.764404296875,81.06656552196667,178.48697662353516,162.23977082967758,154.39429837465286
392,17,8,160.75503540039062,81.06656552196667,140.83664298057556,143.09339821338654,125.58424812555312
393,17,9,145.66488647460938,81.06656552196667,116.76997864246368,139.96629357337952,108.5472566485405
394,17,10,141.1925048828125,81.06656552196667,59.72192454338074,56.425211668014526,39.21068346500397
395,17,11,148.5520477294922,81.06656552196667,26.651294231414795,27.032897472381592,16.467756271362305
396,17,12,144.63404846191406,81.06656552196667,13.509917736053469,28.7157142162323,18.17573833465576
397,17,13,116.36141967773438,81.06656552196667,18.299795031547543,30.48035717010498,33.33866286277771
398,17,14,85.99716186523438,81.06656552196667,47.55060514807701,62.05966299772263,49.29156985878944
399,17,15,83.14312744140625,81.06656552196667,69.4088049530983,76.47937524318695,78.20884171128273
400,17,16,85.11016845703125,81.06656552196667,95.6826747097075,95.62738174200058,103.28391739726068
401,17,17,98.80623626708984,81.06656552196667,102.9820363521576,104.98369258642197,104.55274140834808
402,17,18,103.48099517822266,81.06656552196667,92.13647067546844,101.92872667312622,111.44595634937286
403,17,19,99.79854583740234,81.06656552196667,111.52386033535004,106.97267884016036,118.34798502922058
404,17,20,97.95146942138672,81.06656552196667,113.39203763008118,109.44470345973969,111.460766851902
405,17,21,97.34461975097656,81.06656552196667,106.00266468524931,105.54217064380646,110.33324193954468
406,17,22,85.4675064086914,81.06656552196667,91.605273604393,79.50752359628677,82.88235139846802
407,17,23,81.5277099609375,81.06656552196667,81.35530602931976,86.84823954105377,81.05990940332413
408,18,0,76.76834869384766,63.48714293325,79.32004106044769,87.60095751285553,91.48908996582033
409,18,1,75.1208724975586,63.48714293325,86.18350994586945,80.18908697366714,90.2677274942398
410,18,2,69.63373565673828,63.48714293325,78.39120316505432,84.55818808078766,92.24848794937134
411,18,3,70.30938720703125,63.48714293325,79.7851442694664,78.82721680402756,89.22429567575455
412,18,4,71.76930236816406,63.48714293325,83.61477482318878,80.2398806810379,89.51953119039536
413,18,5,79.10166931152344,63.48714293325,136.8651247024536,90.98398685455322,109.42967760562895
414,18,6,102.30037689208984,63.48714293325,125.31186282634737,128.65253734588623,107.24720698595048
415,18,7,108.20858764648438,63.48714293325,105.19106948375702,112.42582219839096,90.86355492472649
416,18,8,109.66777801513672,63.48714293325,129.12051808834076,120.49466007947922,86.9897068142891
417,18,9,124.20181274414062,63.48714293325,60.308605313301086,66.89679288864136,43.640246629714966
418,18,10,94.56184387207033,63.48714293325,20.652379035949707,28.923096895217896,4.516473889350891
419,18,11,83.46855163574219,63.48714293325,2.407662332057953,19.955976843833923,0.6416909694671631
420,18,12,83.5340576171875,63.48714293325,78.6688043475151,73.11773234605789,62.85260057449341
421,18,13,118.97860717773438,63.48714293325,68.66965186595917,68.13812726736069,43.825611770153046
422,18,14,86.25845336914062,63.48714293325,49.48319965600968,58.19882529973984,43.50676196813584
423,18,15,75.08797454833984,63.48714293325,71.7851744890213,86.36043101549149,78.1297809779644
424,18,16,83.78974151611328,63.48714293325,88.56467379629612,86.87542143464088,87.38832646608353
425,18,17,95.8848648071289,63.48714293325,97.74365043640135,105.5272023677826,88.12112158536911
426,18,18,96.95264434814452,63.48714293325,104.01331865787506,105.37360221147536,86.13770592212677
427,18,19,93.99614715576172,63.48714293325,107.95448696613312,117.1346116065979,118.6880748271942
428,18,20,108.56391143798828,63.48714293325,96.89500743150712,106.79639172554016,102.261901140213
429,18,21,95.46985626220705,63.48714293325,88.95294040441513,100.28549176454544,106.57133042812347
430,18,22,92.47309112548828,63.48714293325,75.0035285949707,86.5502855181694,73.48824453353882
431,18,23,70.8021240234375,63.48714293325,60.82149517536163,94.64957761764526,73.04684910178185
432,19,0,75.993896484375,46.068102811816665,64.91304981708527,83.22051602602005,89.85301852226257
433,19,1,70.75645446777344,46.068102811816665,62.04225826263428,87.59164547920227,74.52211308479309
434,19,2,71.4415512084961,46.068102811816665,81.37963557243347,73.23682606220245,83.12775534391403
435,19,3,71.84359741210938,46.068102811816665,109.74648755788805,91.19825726747511,75.37672030925751
436,19,4,74.67472076416016,46.068102811816665,113.48234868049622,94.82799994945526,72.449726998806
437,19,5,84.37940979003906,46.068102811816665,128.90214490890503,102.04366862773897,74.14657366275787
438,19,6,99.12385559082033,46.068102811816665,112.11758697032928,100.78188133239746,85.80146953463554
439,19,7,97.99822998046876,46.068102811816665,71.59670203924179,60.537429213523865,65.80468553304672
440,19,8,102.24143981933594,46.068102811816665,11.382310271263124,8.838453531265259,8.920722484588623
441,19,9,93.65558624267578,46.068102811816665,-32.26643145084381,-37.28061819076538,-42.22140944004059
442,19,10,86.75700378417969,46.068102811816665,-32.97951650619507,-33.79639768600464,-23.720423460006717
443,19,11,104.85958862304688,46.068102811816665,-56.05250406265259,-63.826173067092896,-53.10131192207336
444,19,12,65.64669036865234,46.068102811816665,-76.4911550283432,-62.85678195953369,-63.37981879711151
445,19,13,61.617977142333984,46.068102811816665,-54.35690009593964,-41.92704927921295,-32.43597424030304
446,19,14,59.95249938964844,46.068102811816665,45.61693745851517,39.28536823391914,55.68107986450195
447,19,15,62.45696640014648,46.068102811816665,32.86373095214367,52.2941697537899,51.50592666864395
448,19,16,59.72295379638672,46.068102811816665,57.02518104016781,76.01511898636818,69.50648456811905
449,19,17,81.97220611572266,46.068102811816665,61.56498408317566,59.14540848135948,67.19362080097198
450,19,18,80.12125396728516,46.068102811816665,62.22743189334869,85.31765121221542,83.2449027299881
451,19,19,81.95911407470703,46.068102811816665,96.50017181038857,82.59192079305649,89.62160497903824
452,19,20,85.76065826416016,46.068102811816665,71.41807329654694,85.25941967964172,76.4611542224884
453,19,21,66.61975860595703,46.068102811816665,64.89901733398438,69.58362036943436,68.07378578186035
454,19,22,67.16058349609375,46.068102811816665,60.4871883392334,47.01457166671753,67.25261628627777
455,19,23,51.120338439941406,46.068102811816665,45.66194671392441,41.814344853162766,41.017737448215485
456,20,0,47.35270309448242,41.165601924820834,46.587690114974976,37.55085110664368,72.42238354682922
457,20,1,48.3040771484375,41.165601924820834,57.69520318508148,58.13668009638786,74.42742729187012
458,20,2,57.03353500366211,41.165601924820834,43.89193642139435,39.72461831569672,70.87701672315598
459,20,3,45.75250625610352,41.165601924820834,58.22282546758652,63.56325322389603,71.63365840911865
460,20,4,52.426734924316406,41.165601924820834,73.52000522613525,70.66094660758972,88.26200604438782
461,20,5,54.95132446289063,41.165601924820834,78.97603285312653,87.27905285358429,78.1649380326271
462,20,6,65.82972717285156,41.165601924820834,87.0384116768837,85.43480807542801,92.06824749708176
463,20,7,70.05316925048828,41.165601924820834,86.14299023151398,82.74495255947113,70.70611780881882
464,20,8,71.61698150634766,41.165601924820834,52.88610118627548,33.20147657394409,25.820156037807465
465,20,9,66.14160919189453,41.165601924820834,29.695122122764587,2.838710308074951,-10.943441569805143
466,20,10,56.11282730102539,41.165601924820834,7.159649610519409,-6.474058091640472,-30.355139076709747
467,20,11,50.58027267456055,41.165601924820834,40.912329375743866,28.745380580425262,19.20483285188675
468,20,12,48.03055953979492,41.165601924820834,18.209283769130707,32.07262319326401,10.071926236152647
469,20,13,52.19300079345703,41.165601924820834,52.31198567152023,49.28217774629593,46.78196948766709
470,20,14,53.15372467041016,41.165601924820834,52.34970048069954,56.93638762831688,55.83314523100853
471,20,15,57.48197937011719,41.165601924820834,46.24202439188957,49.71121083199978,77.7920192182064
472,20,16,52.59983444213867,41.165601924820834,54.5332156419754,62.601485788822174,68.71112447977066
473,20,17,62.9520149230957,41.165601924820834,46.046656280756,50.64837968349457,70.05645027756691
474,20,18,58.48096084594727,41.165601924820834,48.471606969833374,53.7799499630928,51.43986093997955
475,20,19,57.23189926147461,41.165601924820834,24.500127732753757,35.239309549331665,39.60714852809906
476,20,20,44.6270637512207,41.165601924820834,36.986438542604446,35.21607828140259,37.878724217414856
477,20,21,47.80819320678711,41.165601924820834,19.3372682929039,8.79634541273117,33.87285941839218
478,20,22,35.65372085571289,41.165601924820834,32.31345969438553,16.617324084043503,20.327157348394397
479,20,23,27.28582572937012,41.165601924820834,12.433871179819109,11.14035353064537,17.21213138103485
480,21,0,22.112886428833008,32.352004676662496,32.595592111349106,11.513648599386215,48.076045244932175
481,21,1,24.94169807434082,32.352004676662496,8.547517210245132,13.681608647108078,52.56103324890137
482,21,2,24.272628784179688,32.352004676662496,40.60058549046517,19.57648459076881,33.00081929564476
483,21,3,23.902353286743164,32.352004676662496,54.24936032295227,38.526039108634,56.42593939602375
484,21,4,27.9554386138916,32.352004676662496,66.19909292459488,48.56467869877815,57.88912266492844
485,21,5,46.11383819580078,32.352004676662496,70.16450703144073,49.57529783248901,72.0987398326397
486,21,6,47.45394134521485,32.352004676662496,48.96021565794945,47.509355425834656,28.62762415409088
487,21,7,40.52465057373047,32.352004676662496,10.610509634017944,-0.4157567173242569,21.123003005981445
488,21,8,36.07022476196289,32.352004676662496,-13.66917097568512,-28.776499301195145,-37.80665934085846
489,21,9,43.09352493286133,32.352004676662496,-49.10003656148911,-62.00280475616455,-51.08049929141998
490,21,10,36.06362915039063,32.352004676662496,-69.30687618255615,-61.60473716259003,-91.69278836250304
491,21,11,32.29863739013672,32.352004676662496,-23.173938155174252,-18.85139572620392,1.3313076496124268
492,21,12,41.11784744262695,32.352004676662496,2.900260716676712,26.185230255126957,-2.351926326751709
493,21,13,48.33921813964844,32.352004676662496,-20.04089897871017,4.115224450826645,12.558450162410736
494,21,14,34.30926513671875,32.352004676662496,24.34361968934536,24.27467286586761,23.95708230137825
495,21,15,39.36564636230469,32.352004676662496,57.86791110038757,62.82585987448692,63.00305102579296
496,21,16,58.50634765625,32.352004676662496,68.93895626068115,60.48509979248047,61.41067749261856
497,21,17,78.45580291748047,32.352004676662496,63.50345575809479,67.06572949886322,73.16239410638809
498,21,18,67.60759735107422,32.352004676662496,81.3035249710083,65.77272737026215,82.37162029743195
499,21,19,81.3684310913086,32.352004676662496,71.90812861919403,72.60879990458488,66.36556625366211
500,21,20,70.85550689697266,32.352004676662496,71.8798553943634,63.99412953853607,69.314337849617
501,21,21,71.17776489257812,32.352004676662496,72.12725096940994,85.84568575024605,73.52729368209839
502,21,22,76.75395202636719,32.352004676662496,76.13408887386322,73.11989212036133,77.53133189678192
503,21,23,70.0044937133789,32.352004676662496,69.75893831253052,83.57052665948868,67.40511476993561
504,22,0,69.34490966796875,73.539249575,75.1621675491333,65.34712624549866,71.85524702072144
505,22,1,64.44023132324219,73.539249575,94.06349831819534,87.2455062866211,82.34944248199463
506,22,2,69.31713104248047,73.539249575,99.74702727794649,68.0737372636795,80.53326565027237
507,22,3,71.6108627319336,73.539249575,101.3170536160469,81.3109929561615,97.49542081356049
508,22,4,84.45037078857422,73.539249575,98.87005352973938,86.54650473594666,85.47614860534668
509,22,5,85.42855834960938,73.539249575,111.94834053516388,98.61955332756042,103.63102370500565
510,22,6,108.22288513183594,73.539249575,117.26941549777985,127.76785111427309,102.20035627484322
511,22,7,110.70384979248048,73.539249575,112.38581693172456,110.13668486475945,112.96651214361192
512,22,8,113.7895736694336,73.539249575,106.74549406766891,120.3446425497532,84.30436158180237
513,22,9,111.06414794921876,73.539249575,101.46394699811935,93.987499833107,81.60942250490189
514,22,10,108.57769012451172,73.539249575,81.53645324707031,75.63476699590683,75.37800699472427
515,22,11,107.30634307861328,73.539249575,79.38460940122604,81.60582256317139,69.66247469186783
516,22,12,102.93156433105467,73.539249575,81.78827232122421,75.39402616024017,65.42140755057335
517,22,13,103.12533569335938,73.539249575,74.28038167953491,77.45503076910973,70.51477479934692
518,22,14,100.30791473388672,73.539249575,102.34842066466808,90.80147889256476,94.36149501800536
519,22,15,106.16612243652344,73.539249575,100.87937387079,99.79172563552856,101.00586247444151
520,22,16,107.87183380126952,73.539249575,97.86689245700836,84.64440298080444,102.6325376033783
521,22,17,103.64724731445312,73.539249575,132.48471438884735,129.82516026496887,115.74532234668732
522,22,18,120.34857940673828,73.539249575,147.0155599117279,132.5573719739914,132.0821212530136
523,22,19,130.47256469726562,73.539249575,150.2834768295288,149.89678633213043,132.2024486064911
524,22,20,137.12486267089844,73.539249575,150.86523914337158,137.78502583503723,141.16687738895416
525,22,21,128.1903533935547,73.539249575,150.37510418891907,150.3892116546631,144.95539963245392
526,22,22,123.64290618896484,73.539249575,143.11779284477234,128.14909839630127,130.06512701511383
527,22,23,108.75440979003906,73.539249575,124.73709976673126,113.45433413982391,124.0386471748352
528,23,0,105.22410583496094,74.70000826425,118.6425166130066,107.83661782741548,125.68224036693572
529,23,1,104.02013397216795,74.70000826425,106.99820971488953,111.51838660240172,125.84408378601074
530,23,2,102.18311309814452,74.70000826425,118.2820338010788,108.14993607997894,117.33314633369446
531,23,3,107.03742218017578,74.70000826425,117.941490650177,121.08410716056824,135.15868031978607
532,23,4,115.4359359741211,74.70000826425,123.0184383392334,110.5762460231781,123.8713059425354
533,23,5,121.28853607177734,74.70000826425,143.31681489944458,135.01519346237183,132.19434082508087
534,23,6,125.59901428222656,74.70000826425,164.8412325978279,160.4118230342865,133.0773441158235
535,23,7,148.81719970703125,74.70000826425,128.40018266439438,132.53829288482666,120.44604408740996
536,23,8,136.3959197998047,74.70000826425,83.66612577438354,96.16409093141556,78.05183720588684
537,23,9,111.9738998413086,74.70000826425,89.70531642436981,93.56441813707352,63.98307657241821
538,23,10,107.7897720336914,74.70000826425,69.68980324268341,69.74381196498871,69.0175369977951
539,23,11,91.85536193847656,74.70000826425,52.45901077985764,68.60244989395142,30.03029614686966
540,23,12,83.55240631103516,74.70000826425,55.65688908100128,50.2795404791832,66.30508607625961
541,23,13,83.47148895263672,74.70000826425,66.54037773609161,77.8541209101677,58.199937254190445
542,23,14,88.07830810546875,74.70000826425,76.44913674890995,83.3208135664463,75.38199898600578
543,23,15,89.83403015136719,74.70000826425,75.77430227398872,89.61870211362839,73.88294655457139
544,23,16,88.38397216796875,74.70000826425,121.6425642967224,112.9808360338211,117.1553121805191
545,23,17,119.67634582519533,74.70000826425,99.23553240299223,103.4921497106552,94.29350024461746
546,23,18,105.17748260498048,74.70000826425,86.86187446117401,102.57419753074646,99.07387089729308
547,23,19,96.5895004272461,74.70000826425,79.52524322271347,107.46963047981262,104.72574377059937
548,23,20,104.42882537841795,74.70000826425,96.74887490272522,110.1099659204483,111.30692160129549
549,23,21,106.23238372802734,74.70000826425,87.9579367339611,86.3198184967041,86.36168450117111
550,23,22,83.90121459960938,74.70000826425,63.37417113780975,71.35938107967377,79.79297995567322
551,23,23,71.68372344970703,74.70000826425,60.93939793109894,65.61115223169327,86.39357846975327
552,24,0,60.48550415039063,56.39540272062501,49.63497143983841,56.15310555696488,77.05748677253723
553,24,1,58.292442321777344,56.39540272062501,64.27360099554062,65.52000033855438,72.89100897312164
554,24,2,55.003868103027344,56.39540272062501,61.89976394176483,79.23360484838486,74.20652854442596
555,24,3,57.32064056396485,56.39540272062501,67.14512896537781,63.83664643764496,79.81923717260361
556,24,4,54.28027725219727,56.39540272062501,73.3741612136364,64.47105348110199,69.36958369612694
557,24,5,59.09749984741211,56.39540272062501,89.88698941469193,67.68738543987274,78.75102919340134
558,24,6,63.96417617797852,56.39540272062501,110.95445370674132,105.37260782718658,98.12603578716516
559,24,7,83.80715942382812,56.39540272062501,106.86178247630596,105.34377884864809,94.85464936494829
560,24,8,102.09342956542967,56.39540272062501,91.04478427767754,99.74651271104813,72.38140428066254
561,24,9,89.45267486572266,56.39540272062501,81.05207997560501,79.80638837814331,58.72978854179382
562,24,10,88.12097930908203,56.39540272062501,90.06299766898155,94.51028972864152,78.8062963783741
563,24,11,88.02360534667969,56.39540272062501,76.48488712310791,75.12613368034363,42.6760613322258
564,24,12,77.4670639038086,56.39540272062501,24.06849575042725,31.304943323135376,16.66493707895279
565,24,13,70.81553649902344,56.39540272062501,-0.4494614601135254,0.5816141366958618,-9.080676913261414
566,24,14,70.72314453125,56.39540272062501,4.121653497219086,16.20801681280136,12.90107250213623
567,24,15,68.63170623779297,56.39540272062501,59.10072481632233,53.08229947090149,60.81889808177948
568,24,16,80.72671508789062,56.39540272062501,91.2325777709484,83.59663231670856,87.41259980201721
569,24,17,88.37406158447266,56.39540272062501,89.23798620700836,80.31385272741318,88.52093815803528
570,24,18,88.46881866455078,56.39540272062501,110.9918030500412,90.19294822216034,115.0584454536438
571,24,19,97.13951110839844,56.39540272062501,124.08245170116425,135.5678060054779,131.6414999961853
572,24,20,105.90109252929688,56.39540272062501,97.40205156803133,94.15617632865906,109.84380662441254
573,24,21,92.69623565673828,56.39540272062501,114.4578022956848,114.26845264434814,105.0449274778366
574,24,22,96.68934631347656,56.39540272062501,94.4604036808014,102.4966163635254,106.02962410449982
575,24,23,92.9744644165039,56.39540272062501,106.71015286445618,85.61021137237549,91.62614583969116
576,25,0,78.75389099121094,67.16472042141667,84.39258229732513,82.52618861198425,92.51890662312508
577,25,1,81.03343963623047,67.16472042141667,101.34024804830553,76.88871264457703,86.10173451900482
578,25,2,78.84564208984375,67.16472042141667,83.86877471208572,76.78310024738312,94.31632578372955
579,25,3,79.95752716064453,67.16472042141667,88.08761131763458,75.01950794458389,77.81078946590424
580,25,4,80.52520751953125,67.16472042141667,99.10886657238008,91.69374203681946,107.2631721496582
581,25,5,83.34282684326172,67.16472042141667,107.15979897975922,91.29076999425888,79.36497068405151
582,25,6,85.23871612548828,67.16472042141667,107.00525902211666,103.62843728065492,107.80820512771606
583,25,7,100.42028045654295,67.16472042141667,130.5002340078354,129.46039652824402,104.2506479881704
584,25,8,113.54100799560548,67.16472042141667,125.59159779548644,116.69034957885742,83.24267908930779
585,25,9,105.49253845214844,67.16472042141667,102.62917986512184,118.42947697639464,80.81334936618805
586,25,10,101.07933807373048,67.16472042141667,91.53544341027737,103.0594270825386,83.32089008390903
587,25,11,99.46688079833984,67.16472042141667,119.2541447877884,120.2370299100876,96.7187807559967
588,25,12,110.89132690429688,67.16472042141667,89.26328086853027,90.13488778471948,56.421221137046814
589,25,13,92.89739990234376,67.16472042141667,77.636628434062,89.84908789396286,73.17174088954926
590,25,14,91.02081298828124,67.16472042141667,75.78677660226822,92.3005626797676,88.78718528151512
591,25,15,96.47132110595705,67.16472042141667,91.94872336089612,95.12744244933128,108.323526263237
592,25,16,102.19678497314452,67.16472042141667,91.58608376979828,93.7868657708168,90.67589926719666
593,25,17,97.30072021484376,67.16472042141667,87.6492269039154,95.11732339859007,118.39719581604004
594,25,18,98.3517837524414,67.16472042141667,83.65794742107391,92.80223512649536,105.87425589561462
595,25,19,95.93336486816406,67.16472042141667,66.30560255050659,101.12700581550598,106.48625576496124
596,25,20,86.36404418945312,67.16472042141667,77.40258622169495,96.46625542640686,93.78489589691162
597,25,21,88.14776611328125,67.16472042141667,80.4255805015564,87.26188319921494,79.31027454137802
598,25,22,80.08267211914062,67.16472042141667,71.8780426979065,63.84274941682816,82.91960519552231
599,25,23,67.4403305053711,67.16472042141667,57.41914868354797,68.50769531726837,57.94048714637756
600,26,0,63.62550735473633,43.94522550337499,55.142155200243,77.354745388031,62.93184626102448
601,26,1,60.753509521484375,43.94522550337499,69.61256659030914,71.20220267772675,80.40046405792236
602,26,2,55.80501937866211,43.94522550337499,62.32000583410263,73.46917009353638,70.79445457458496
603,26,3,55.87069320678711,43.94522550337499,75.22469717264175,69.69743311405182,84.03372466564178
604,26,4,61.04346084594727,43.94522550337499,87.73271834850311,74.78802812099457,69.87046563625336
605,26,5,72.43065643310547,43.94522550337499,113.29402947425842,90.96769845485689,106.00726848840714
