hour,day,hour_of_day,baseline_load,plotted_target_load,grouped_comm_v2,tarmac,gat,powernet_global,dial,weighted_comm_default
198,9,6,164.34573364257812,88.72331906716666,185.00856232643127,181.9323446750641,160.57031166553497,198.73652386665344,167.69174671173096,182.0823245048523
199,9,7,177.48193359375,88.72331906716666,197.112479031086,178.10511219501495,166.17758190631866,178.4536998271942,159.61096161603928,179.327503323555
200,9,8,191.61050415039065,88.72331906716666,139.9052815437317,137.02910155057907,127.37840580940248,146.49809396266937,123.4517753124237,125.54119634628296
201,9,9,167.5531768798828,88.72331906716666,109.93559098243712,94.81953310966492,110.50448834896088,103.54795801639555,86.0006891489029,102.1461775302887
202,9,10,158.90711975097656,88.72331906716666,68.65328669548035,90.70114994049072,68.97577404975891,75.24480402469635,63.09668064117432,74.71222829818726
203,9,11,151.3626251220703,88.72331906716666,7.472182989120483,14.626643896102903,9.828227996826172,47.43699908256531,-0.4808679819107055,21.37089490890503
204,9,12,130.94056701660156,88.72331906716666,-16.067668080329895,16.212334632873535,-1.450528621673584,28.57077050209045,7.089731693267822,8.662607192993164
205,9,13,116.12831115722656,88.72331906716666,18.726766705513,31.57627868652344,10.011461734771729,50.222362995147705,31.45092642307281,32.829965710639954
206,9,14,114.95996856689452,88.72331906716666,55.80490505695343,69.46518313884735,61.47837853431702,77.49620997905731,65.8133977651596,76.62138676643372
207,9,15,123.00092315673828,88.72331906716666,113.19464147090912,128.8796827197075,105.61881506443024,122.75292241573334,129.00447127223015,108.07835218310356
208,9,16,124.51837158203124,88.72331906716666,150.26733082532883,149.66311132907867,159.4048821926117,161.63267540931702,154.7754223942757,144.28008139133453
209,9,17,132.25555419921875,88.72331906716666,162.26940953731537,166.5514235496521,155.3433848619461,162.5657096505165,155.20695066452026,173.81113195419312
210,9,18,143.517333984375,88.72331906716666,161.62063479423523,187.5844675898552,159.96167600154877,171.49929648637772,156.56631672382355,166.07927060127258
211,9,19,145.7301025390625,88.72331906716666,185.6111152172089,178.30241513252258,165.01866602897644,154.7208407521248,178.2202991247177,168.749258518219
212,9,20,151.7377166748047,88.72331906716666,154.56144416332245,152.616201877594,159.71213054656982,154.89187341928482,162.29456329345703,165.77814769744873
213,9,21,135.9732208251953,88.72331906716666,162.7962684929371,149.68891942501068,147.83043479919434,158.85895347595215,154.0110673904419,168.88791227340698
214,9,22,124.39777374267578,88.72331906716666,149.40687942504883,142.86921799182892,147.64725136756897,134.0938596725464,135.16305363178253,152.2472826242447
215,9,23,106.61013793945312,88.72331906716666,122.67801654338837,136.2152608036995,129.1052222251892,143.48765909671783,124.80599945783617,116.51818919181824
216,10,0,100.2164535522461,73.654282278,130.41618502140045,153.78425359725952,127.42523503303528,144.10079765319824,130.84143203496933,123.8081613779068
217,10,1,101.33645629882812,73.654282278,132.16745924949646,117.73999214172365,121.05314004421234,142.53735196590424,149.4590253829956,116.77144312858582
218,10,2,98.73594665527344,73.654282278,132.97209429740906,132.77448576688766,114.92099153995514,133.22666639089584,119.16136792302132,135.4722340106964
219,10,3,92.35323333740234,73.654282278,115.46508690714836,113.60324215888976,104.55656480789185,121.9146407842636,138.1876421570778,134.23383355140686
220,10,4,95.7864990234375,73.654282278,128.48394870758057,116.54976487159728,119.49603378772736,125.89610385894775,127.37129032611848,138.50143790245056
221,10,5,96.04596710205078,73.654282278,101.24202620983124,120.8200249671936,124.85125410556792,114.57292330265044,72.97335362434387,116.26164412498474
222,10,6,99.73233795166016,73.654282278,98.74000591784716,126.9115742444992,126.1749820113182,114.92757391929626,122.58973229676484,112.9425372481346
223,10,7,109.09495544433594,73.654282278,105.6940798163414,108.6614294052124,109.98696404695512,106.82962787151337,99.7627404332161,121.38122016191484
224,10,8,113.70726013183594,73.654282278,143.08143937587738,121.40848469734192,139.72477141022682,119.34723353385924,91.47328090667725,128.00060558319092
225,10,9,124.9125518798828,73.654282278,96.56133183836936,84.65584874153137,111.98278141021729,91.2871173620224,69.39996507763863,101.72239485383034
226,10,10,106.9002914428711,73.654282278,112.97068136930466,115.5732729434967,84.80909931659698,93.59208303689957,66.39679634571075,80.78069078922272
227,10,11,103.0708236694336,73.654282278,84.88903763890266,97.5461203455925,86.62496128678322,86.46622431278229,85.59902614355087,68.71009564399719
228,10,12,91.63052368164062,73.654282278,81.76791670918465,82.61599588394165,73.32712495326996,85.75319039821625,59.373435378074646,60.521697133779526
229,10,13,84.13117218017578,73.654282278,93.50502529740334,96.76954704523088,87.77976247668266,78.77317100763321,59.53736943006516,51.484503984451294
230,10,14,90.32337188720705,73.654282278,73.17593681812286,74.7922973036766,102.13790345191956,85.45647358894348,70.64235818386078,75.07327729463577
231,10,15,101.4735870361328,73.654282278,94.16590678691864,100.68558132648468,96.94335713982582,120.69377583265305,99.26027324795724,93.72828729450704
232,10,16,102.4730224609375,73.654282278,118.66176450252532,140.76447224617004,152.70102548599243,128.26347279548645,130.43565499782562,132.0250232219696
233,10,17,118.97926330566406,73.654282278,132.36005461215973,150.3952510356903,117.9759156703949,144.6733169555664,129.01138871908188,146.4023562669754
234,10,18,122.30577850341795,73.654282278,131.53087532520294,159.8285710811615,159.05809330940247,148.97455179691315,149.02356445789337,151.17974257469177
235,10,19,128.97764587402344,73.654282278,162.4055358171463,170.8629276752472,154.65954637527466,163.80820608139038,148.4488024711609,149.4291032552719
236,10,20,134.51358032226562,73.654282278,155.13970065116882,171.89323115348816,176.414368391037,168.09412717819214,169.23703861236572,165.99391674995422
237,10,21,142.81777954101562,73.654282278,168.57217049598694,143.33267736434937,139.8099067211151,135.74804216623306,144.4333324432373,149.53443586826324
238,10,22,124.19820404052734,73.654282278,157.57970345020294,156.88918936252594,151.4967395067215,146.02019619941711,141.01834571361542,165.62359642982483
239,10,23,120.00377655029295,73.654282278,160.98999667167664,150.79056000709534,133.89622282981873,150.4631153345108,115.84899532794952,152.0563952922821
240,11,0,115.68246459960938,76.35465082491667,140.13414549827576,134.3741011619568,145.61048984527588,154.80230355262756,120.89099997282028,142.3419246673584
241,11,1,110.7603988647461,76.35465082491667,157.55579733848572,136.25825095176697,131.46202409267426,156.5661791563034,102.2917428612709,126.8662816286087
242,11,2,110.52313995361328,76.35465082491667,125.79498136043549,122.01423108577728,124.65054416656494,159.00134181976318,103.96092885732652,141.7186794281006
243,11,3,109.72364807128906,76.35465082491667,142.90352880954742,128.0607414841652,146.41036877036095,148.46283793449402,89.5780194401741,138.1737937927246
244,11,4,110.83394622802734,76.35465082491667,142.3503714799881,141.68606841564178,153.1994559764862,156.9077272415161,126.02386632561684,156.15201103687286
245,11,5,122.0825424194336,76.35465082491667,134.5754325389862,129.45911753177643,157.14009881019592,125.19348192214966,141.71247339248657,151.27528774738312
246,11,6,123.42562866210938,76.35465082491667,133.6669363975525,150.13490974903107,171.28315567970276,151.9400537610054,155.86461383104324,159.47293826937675
247,11,7,140.7843475341797,76.35465082491667,143.0017811357975,144.2438122034073,152.22830206155777,141.79603731632233,181.75690400600436,162.5063956975937
248,11,8,147.37799072265625,76.35465082491667,123.53987234830856,135.7434213757515,127.384051322937,133.039484500885,118.2061910033226,138.4945064485073
249,11,9,133.31593322753906,76.35465082491667,104.5647587776184,128.25081539154053,107.79973548650742,128.41294527053833,119.55252170562744,127.8554756641388
250,11,10,146.80592346191406,76.35465082491667,83.22743082046509,108.4317569732666,113.40373122692108,133.5672550201416,84.86927235126495,108.601606965065
251,11,11,137.51898193359375,76.35465082491667,67.83090496063232,87.4665647149086,83.63610577583313,125.43763661384584,66.80488556623459,95.72918164730072
252,11,12,123.22848510742188,76.35465082491667,34.731555581092834,84.19405376911163,79.77128446102142,101.7030999660492,27.480979204177856,77.24695122241974
253,11,13,109.17672729492188,76.35465082491667,56.54454845190048,92.5261538028717,55.52392828464508,111.88426840305328,59.728844344615936,72.27855217456818
254,11,14,102.3731689453125,76.35465082491667,84.95359972119331,93.08548992872238,89.30952572822571,132.40160125494003,68.81740689277649,106.17519772052763
255,11,15,101.15525817871094,76.35465082491667,107.26752388477324,107.81126999855042,114.0408535003662,125.49466443061829,66.61012664437294,112.27354836463928
256,11,16,99.35128021240234,76.35465082491667,123.78435826301576,99.11239406466484,123.48667705059052,130.82380962371826,95.03210020065308,130.95570850372314
257,11,17,97.07032775878906,76.35465082491667,150.28083086013794,122.0225373506546,151.6869924068451,118.17694211006165,156.01507711410522,149.0673611164093
258,11,18,116.91651916503906,76.35465082491667,141.11184442043304,118.5150260925293,134.62331688404083,124.81132012605669,118.37725788354874,128.83980560302734
259,11,19,105.53983306884766,76.35465082491667,115.2876787185669,98.72266125679016,113.536463201046,102.58958315849304,121.52780795097352,101.41808128356934
260,11,20,92.98677825927734,76.35465082491667,109.17351937294006,87.50641858577728,101.22764652967452,104.22007513046265,114.2248877286911,90.2237182855606
261,11,21,82.1491928100586,76.35465082491667,109.27451455593108,96.15928614139555,115.10244584083556,74.22712457180023,142.27580404281616,100.20935130119324
262,11,22,80.80905151367188,76.35465082491667,113.02581641077995,80.62463283538818,125.61260771751404,105.4710737466812,109.69157707691193,75.18858504295349
263,11,23,66.32506561279297,76.35465082491667,108.64297807216644,76.51074820756912,133.1970489025116,78.00633382797241,112.74539625644684,73.37053501605988
264,12,0,66.62117767333984,52.91160712909283,102.78302586078644,70.77401685714722,133.25607752799988,105.23271024227142,101.33043217658997,84.84154617786407
265,12,1,63.87630844116211,52.91160712909283,108.54762828350069,91.02803927659988,108.50851798057556,85.2289947271347,119.1581936776638,97.06354129314424
266,12,2,66.66744232177734,52.91160712909283,92.45366996526718,93.54340493679048,80.9682126045227,96.76974785327911,107.00506460666656,102.12478315830232
267,12,3,76.69723510742188,52.91160712909283,113.34128737449646,103.65925240516664,98.69011855125429,106.9795548915863,110.15805840492249,116.74734270572662
268,12,4,93.63689422607422,52.91160712909283,105.332102060318,120.5941971540451,95.29980516433716,113.0502415895462,101.00782437622549,127.1949986219406
269,12,5,103.0302505493164,52.91160712909283,117.31331646442412,159.6107212305069,118.81590151786804,115.82523477077484,75.23589557409286,127.00343215465546
270,12,6,116.77503967285156,52.91160712909283,96.04026018083096,148.57380838692188,126.99515211582184,135.68303763866425,97.0391561985016,126.69098627567293
271,12,7,127.36719512939452,52.91160712909283,143.0224411487579,121.1921501159668,119.84378039836884,105.08035498857498,95.8499594926834,126.02685105800629
272,12,8,129.9610137939453,52.91160712909283,104.70851808786392,67.36457371711731,47.93090176582336,61.14578294754028,60.678401470184326,93.66182339191435
273,12,9,123.9008560180664,52.91160712909283,4.364242315292358,2.972659707069397,-10.371029019355774,14.202099442481996,8.901286959648132,26.33126950263977
274,12,10,104.50909423828124,52.91160712909283,-51.56537902355194,-40.99880504608154,-38.25312912464142,-17.410101413726807,-46.39365029335022,-21.152029275894165
275,12,11,89.35826110839844,52.91160712909283,-89.75885117053986,-59.7243195772171,-63.24244356155396,-43.0179181098938,-34.95152711868286,-58.657374143600464
276,12,12,84.63447570800781,52.91160712909283,-73.3469295501709,-80.53071856498718,-60.0137460231781,-67.44491744041443,-64.75910496711731,-58.51746106147766
277,12,13,74.7635498046875,52.91160712909283,-38.220274925231934,-52.23932659626007,-38.302844285964966,-28.53746461868286,-44.44058167934418,-49.48453640937805
278,12,14,74.43315124511719,52.91160712909283,-19.935091376304623,-24.573818683624268,-4.579140543937683,-15.6017005443573,-37.78115212917328,-11.813764691352844
279,12,15,70.62598419189453,52.91160712909283,58.373735427856445,52.92478024959564,58.04338753223419,69.54324150085449,46.77981716394424,51.80926293134689
280,12,16,83.69291687011719,52.91160712909283,80.82587513327599,114.77366390824318,106.97025483846664,133.0705598294735,69.25340765714645,100.72260630130768
281,12,17,85.04769897460938,52.91160712909283,119.59851616621016,142.11282122135162,139.87126111984253,146.58656775951383,134.42378109693527,113.7335274219513
282,12,18,113.9760971069336,52.91160712909283,118.95545041561128,117.3650313615799,112.34067988395692,132.46466672420502,144.9104186296463,107.7594530582428
283,12,19,117.7842025756836,52.91160712909283,135.23409688472748,140.58940398693085,159.82862293720245,161.42622756958008,160.3897500038147,120.02555227279665
284,12,20,125.1045913696289,52.91160712909283,165.98748582601547,131.14318990707395,153.1840935945511,159.4909006357193,163.05002093315125,143.29278683662417
285,12,21,138.4558868408203,52.91160712909283,171.59201407432556,119.36857223510742,159.9388768672943,150.3057723045349,186.0392587184906,136.97139966487885
286,12,22,128.0814666748047,52.91160712909283,165.64414930343628,122.93891990184784,154.1594967842102,164.96037125587463,189.7792445421219,154.09661269187927
287,12,23,114.3684539794922,52.91160712909283,154.79658436775208,131.6106373667717,145.6839497089386,158.88929319381714,191.85096645355225,141.40457701683044
288,13,0,115.12653350830078,75.70713178958333,162.77112293243408,119.14301806688307,154.1040759086609,149.94950246810913,201.28961804509163,161.8397355079651
289,13,1,121.11620330810548,75.70713178958333,171.97220957279205,143.78188395500183,154.28182005882263,166.52663004398346,190.52664411067963,152.56077003479004
290,13,2,128.83859252929688,75.70713178958333,153.8794411420822,151.96881318092346,150.97502851486206,182.41770577430725,147.3767944574356,158.86611318588257
291,13,3,133.90200805664062,75.70713178958333,176.01923274993896,206.02285504341123,164.03678846359253,184.8736171722412,139.4714617729187,188.5843529701233
292,13,4,143.4490966796875,75.70713178958333,165.94720458984375,221.24034643173215,177.95355534553528,182.8526723384857,185.8240431547165,202.94687485694885
293,13,5,163.1753692626953,75.70713178958333,182.51488757133484,177.3353078365326,178.57577311992645,191.9945024251938,169.51760232448578,192.0476999282837
294,13,6,181.9066162109375,75.70713178958333,176.36804848909378,207.04099142551425,173.38325482606888,185.78920650482175,190.8925337791443,206.24416947364807
295,13,7,191.3550720214844,75.70713178958333,195.62256789207456,165.0697926878929,141.50577807426453,158.39989924430847,146.85812973976135,183.492203950882
296,13,8,190.88465881347656,75.70713178958333,81.12609958648682,97.58903002738953,82.79712462425232,103.27609896659852,69.11455297470093,103.92246985435486
297,13,9,155.8975830078125,75.70713178958333,45.841975808143616,44.11983060836792,50.85581386089325,66.29960870742798,72.95996451377869,62.95726096630096
298,13,10,135.934814453125,75.70713178958333,-31.165301084518436,-1.033708572387695,-17.195517539978027,0.5364353656768799,21.01709759235382,9.656912565231323
299,13,11,122.65780639648438,75.70713178958333,-63.08869981765747,-26.05610752105713,-59.706911444664,4.9801576137542725,1.820683717727661,-44.08477330207825
300,13,12,103.48838806152344,75.70713178958333,-24.14145314693451,-13.236138105392456,-20.550870895385746,-45.03206241130829,-9.352639555931091,-19.74379253387451
301,13,13,106.76600646972656,75.70713178958333,-12.903066396713257,-5.329774618148804,-17.816413402557373,15.508599758148192,-10.567677021026611,-8.809967041015625
302,13,14,90.7283706665039,75.70713178958333,21.843665957450867,52.54977345466614,55.28281056880951,18.58711612224579,15.243477821350098,46.84562695026398
303,13,15,93.91346740722656,75.70713178958333,66.79889941215515,68.24578976631165,75.88980722427368,109.87332475185394,55.017881870269775,83.22307312488556
304,13,16,91.77223205566406,75.70713178958333,120.8498717546463,124.30269911885262,157.79660987854004,148.2420340180397,81.30448541045189,134.94867038726807
305,13,17,103.01485443115234,75.70713178958333,147.83550465106964,124.4687083363533,137.31611013412476,152.6080183982849,124.7900413274765,142.66404795646667
306,13,18,116.22357177734376,75.70713178958333,163.17564845085144,150.95902824401855,126.3131935596466,134.0060007572174,91.05762642621994,140.78489422798157
307,13,19,122.732421875,75.70713178958333,154.4048639535904,145.45274579524994,149.1523952484131,160.7690770626068,125.01845526695251,150.90159821510315
308,13,20,122.25773620605467,75.70713178958333,137.63029396533966,175.0964183807373,151.70470893383026,113.57311427593233,118.61936837434769,137.4044008255005
309,13,21,124.0854721069336,75.70713178958333,140.6625097990036,128.92567151784897,138.86199426651,148.20449829101562,135.99035251140594,126.50694918632507
310,13,22,113.16159057617188,75.70713178958333,123.82986283302309,104.62695622444151,125.58235239982604,110.10338878631592,118.40827071666718,120.66426014900208
311,13,23,100.42938995361328,75.70713178958333,150.01491856575012,113.64440357685088,115.56612408161163,137.81983995437622,108.54241678118706,128.24355149269104
312,14,0,100.69043731689452,52.49715500095834,121.13397133350372,104.48278057575226,141.92336869239807,125.40595245361328,139.62573778629303,116.915975689888
313,14,1,95.07015228271484,52.49715500095834,132.76493990421295,92.37652254104614,129.6870503425598,130.57482647895813,145.65709346532822,128.5431296825409
314,14,2,98.08011627197266,52.49715500095834,140.84194135665894,111.33179944753648,113.71030449867249,130.0095921754837,161.7988200187683,127.6638652086258
315,14,3,104.49922943115234,52.49715500095834,125.22342669963837,136.1405280828476,80.6079626083374,136.8278056383133,161.48710989952087,120.33995151519775
316,14,4,103.29629516601562,52.49715500095834,115.54811489582062,163.90594053268433,130.92289435863495,137.23966932296753,109.60353940725328,124.87719583511353
317,14,5,107.2948989868164,52.49715500095834,133.23697209358215,132.86715495586395,125.541566491127,122.01227167248726,88.68872225284576,122.35640949010848
318,14,6,117.39173889160156,52.49715500095834,120.66499215364456,156.98664259910583,143.43964445590973,136.94937443733215,74.74234627187252,135.08189879357815
319,14,7,136.3162841796875,52.49715500095834,158.33760023117063,133.16694486141205,151.92110657691956,128.90005141496658,84.30241718888283,124.28444403409958
320,14,8,132.1981658935547,52.49715500095834,41.33180284500122,83.87344920635223,79.17425739765167,61.61061489582062,29.405104279518127,73.66301202774048
321,14,9,126.08995056152344,52.49715500095834,38.77799344062805,46.82911658287048,22.45763671398163,32.0850967168808,5.981513023376465,31.44684362411499
322,14,10,120.33926391601562,52.49715500095834,-21.430882573127747,5.659483313560486,-7.388007640838623,16.235600471496582,-22.073623180389404,-11.44591760635376
323,14,11,96.09205627441406,52.49715500095834,-61.502766489982605,-64.30048596858978,-86.11515426635742,-38.938753843307495,-60.17051482200623,-83.50506281852722
324,14,12,83.25413513183594,52.49715500095834,-78.45375752449036,-56.14550757408142,-94.33609688282012,-38.22800135612488,-76.54208552837372,-77.0265486240387
325,14,13,70.176025390625,52.49715500095834,-30.83591902256012,-45.62083578109741,-58.5577175617218,-34.4686598777771,-18.010192394256592,-43.74355912208557
326,14,14,78.44644165039062,52.49715500095834,-23.18606173992157,-9.676068544387816,-29.38664937019348,-6.470315337181091,-22.31502890586853,-9.391194224357603
327,14,15,71.76863098144531,52.49715500095834,21.99732220172882,30.662535905838013,22.471938908100128,36.881362318992615,25.45056915283203,33.7060923576355
328,14,16,61.27796936035156,52.49715500095834,88.93635007739067,85.61244338750839,110.08666706085204,109.00794187188148,76.88543782383204,122.45568537712096
329,14,17,86.25469207763672,52.49715500095834,131.07396739721298,108.27907133102416,128.1125956773758,139.6929943561554,90.2655423283577,105.51266658306122
330,14,18,98.2829818725586,52.49715500095834,110.10306179523468,104.58553171157835,132.66701066493988,109.92163133621216,90.21924543380736,89.68615245819092
331,14,19,82.75125122070312,52.49715500095834,111.2142083644867,100.51147186756134,97.49993455410004,115.1847846508026,112.03705149888992,109.15813314914703
332,14,20,88.55333709716797,52.49715500095834,94.39785331487656,108.48101687431335,122.54195472598076,115.52467846870422,105.94327086210252,100.27805161476137
333,14,21,79.62713623046875,52.49715500095834,74.36829793453217,98.03140780329704,91.51354360580444,81.78884434700012,81.97769755125046,94.43628549575806
334,14,22,64.79468536376953,52.49715500095834,97.6926257610321,96.17174714803696,112.94381228089333,113.02536606788637,91.6517299413681,106.36646628379822
335,14,23,62.74320983886719,52.49715500095834,81.20525217056274,98.82912999391556,81.83700275421143,79.80689537525177,95.45832747220992,94.58229291439056
336,15,0,57.12416458129883,46.715857215125,92.95192813873292,99.9601047039032,91.44407761096954,119.89880418777466,86.91490611433983,90.03920829296112
337,15,1,58.2351188659668,46.715857215125,99.95106491446496,105.41815638542175,93.89659357070924,83.29808592796326,80.22863593697548,98.4378068447113
338,15,2,60.65298461914063,46.715857215125,93.3616373538971,90.75167667865752,87.96625727415085,109.83846950531006,106.38829547166824,98.3548036813736
339,15,3,61.60860061645508,46.715857215125,99.33842515945436,102.61612296104433,84.12052035331726,91.43158531188963,75.70868287980556,107.88047778606416
340,15,4,71.87322998046875,46.715857215125,99.12911519408226,90.51427918672562,113.81192874908449,114.25963640213013,84.45045857131481,113.80857336521149
341,15,5,71.7216567993164,46.715857215125,104.0025006532669,101.97831851243971,105.99965912103652,93.97943270206451,69.6808365881443,113.72321796417236
342,15,6,79.37728881835938,46.715857215125,106.94820654392242,105.79207479953766,125.75658416748048,102.21684050559998,91.36270851641892,108.64545339345932
343,15,7,97.24559020996094,46.715857215125,92.14168107509612,84.30211520195007,76.9718000292778,76.41338962316513,53.27680563926697,80.29556435346603
344,15,8,83.0595703125,46.715857215125,70.26077353954315,56.92284733057022,57.40188533067703,49.32658064365387,33.80910122394562,55.06092512607575
345,15,9,83.0838851928711,46.715857215125,54.41971790790558,75.8446786403656,59.954276382923126,40.92795717716217,11.659006029367449,64.47411721944809
346,15,10,75.17999267578125,46.715857215125,63.82053327560425,67.09323835372925,64.92784506082535,41.64955550432205,39.53619408607483,56.39815592765808
347,15,11,82.95439147949219,46.715857215125,66.28964626789093,55.26077917218208,56.26889890432358,49.08403831720352,50.5906298160553,49.901297599077225
348,15,12,66.24197387695312,46.715857215125,40.727461874485016,45.32087206840515,29.279779076576236,19.428614914417267,8.896757245063782,13.988172829151154
349,15,13,62.84391403198242,46.715857215125,-3.387852430343628,-24.74488866329193,-21.030179142951965,-21.731767058372498,-26.627010703086853,-30.211302280426025
350,15,14,51.66927719116211,46.715857215125,-16.809308350086212,-14.34084814786911,-53.66729801893234,-0.936890423297882,-18.600965321063995,-0.495299220085144
351,15,15,47.51331329345703,46.715857215125,10.960312306880953,25.0086242556572,12.459698379039764,50.49197643995285,47.74322283267975,19.991149187088013
352,15,16,50.60961151123047,46.715857215125,80.09673833847046,71.91088861227036,74.83569234609604,58.01766383647919,87.01040060818195,83.35960257053375
353,15,17,65.36668395996094,46.715857215125,77.30719012022018,61.32231795787811,108.33228313922882,96.22438883781432,70.5710979104042,79.4401028752327
354,15,18,61.30098342895508,46.715857215125,92.48227429389954,95.9619791507721,106.78816932439804,107.17662024497986,84.23637580871582,106.08090794086456
355,15,19,83.85076141357422,46.715857215125,87.52899777889252,85.53300005197525,95.56764578819276,103.10561454296112,95.53927445411682,92.91934776306152
356,15,20,66.38712310791016,46.715857215125,78.22002440690994,81.36759752035141,103.2140492796898,91.98481523990633,92.05861359834672,87.48627841472626
357,15,21,63.14963912963867,46.715857215125,65.83451128005981,60.08600223064423,80.51351857185364,83.2462267279625,76.9685127735138,73.67614591121674
358,15,22,50.92760467529297,46.715857215125,63.29076844453812,71.27311035990715,82.26189291477203,78.5828822851181,88.56969365477562,75.85539150238037
359,15,23,47.802581787109375,46.715857215125,78.59751319885254,80.18189477920532,92.72544276714324,77.07619243860245,104.95204555988312,84.11704695224762
360,16,0,47.83769607543945,50.15172543847916,67.46711659431458,94.56921982765198,85.00754582881927,87.14358353614807,63.721814662218094,88.91134244203568
361,16,1,41.97346115112305,50.15172543847916,80.4958016872406,105.90381813049316,87.14425387978554,75.58612090349197,77.90637588500977,76.76749950647354
362,16,2,43.72172927856445,50.15172543847916,85.77729654312134,80.2269321680069,94.0368863940239,90.98107248544692,85.12729942798615,92.09248149394988
363,16,3,54.2407341003418,50.15172543847916,82.38010549545288,101.12468230724336,81.49651083350182,92.18447542190552,71.46579414606094,84.37509047985077
364,16,4,50.56156921386719,50.15172543847916,87.29300782084465,87.61156046390533,104.11839804053308,87.21632790565491,75.59891045093536,102.12592262029648
365,16,5,58.99940872192383,50.15172543847916,66.46284687519073,98.62506437301636,84.209019780159,93.99345815181732,64.08102923631668,76.43731391429901
366,16,6,60.60668563842773,50.15172543847916,117.01674389839172,100.45997217297554,109.8589966893196,99.9148302078247,109.09098775684834,123.51223087310792
367,16,7,89.44622039794922,50.15172543847916,90.38284653425217,74.67685887217522,71.90639379620552,66.86145389080048,59.25961646437645,80.48139083385468
368,16,8,67.80587005615234,50.15172543847916,43.20807719230652,33.38946080207825,44.02867305278778,29.75101673603058,18.414656937122345,60.42327398061752
369,16,9,62.25130081176758,50.15172543847916,81.1522895693779,61.8856840133667,49.01752597093582,48.65848618745804,44.1435152888298,57.1575009226799
370,16,10,70.56774139404297,50.15172543847916,31.55422329902649,20.24897837638855,28.74554806947708,26.41413736343384,10.693419933319092,29.4131760597229
371,16,11,66.86038970947266,50.15172543847916,25.75220227241516,52.46995806694031,-0.8620156049728394,24.90479528903961,3.071913242340088,6.8174179792404175
372,16,12,64.0551528930664,50.15172543847916,24.04932284355164,18.95950198173523,-5.673282623291016,28.7440447807312,21.24943232536316,10.84675759077072
373,16,13,70.2222900390625,50.15172543847916,-15.891889214515686,-1.6256067752838137,-14.0986909866333,11.868806838989258,-6.343185544013977,-1.816224813461304
374,16,14,68.67230224609375,50.15172543847916,66.20357397198677,81.65668684244156,72.70911908149719,114.71139454841614,83.38831481337547,70.6981711089611
375,16,15,77.05448150634766,50.15172543847916,105.67451107501984,102.40816131234168,100.2108469605446,113.02432555705307,95.01243677735329,88.41569340229034
376,16,16,94.44123840332033,50.15172543847916,94.04230004549026,127.32464921474455,115.48299252986908,123.26942563056946,109.30616664886476,98.09318536520004
377,16,17,101.41056823730467,50.15172543847916,139.92468237876892,137.12167751789093,128.95886063575745,147.42372834682465,143.1967500448227,127.96330523490906
378,16,18,121.69223022460938,50.15172543847916,125.52163237333298,137.17934226989746,137.16215014457703,134.35653066635132,144.078471660614,126.03395402431488
379,16,19,113.68289184570312,50.15172543847916,129.7555342912674,142.8002052307129,136.23299515247345,130.15159910917282,144.75639563798904,117.4705902338028
380,16,20,114.53321075439452,50.15172543847916,137.36781439185145,144.60766756534576,142.81277012825012,141.95156621932983,118.81251311302184,132.20918083190918
381,16,21,116.92941284179688,50.15172543847916,154.7453374862671,150.0575066804886,150.10986304283142,116.95999225974084,132.75716590881348,148.94558715820312
382,16,22,117.82537078857422,50.15172543847916,150.26001691818237,138.9032506942749,146.59437453746796,139.708824634552,105.25877457857132,159.1778597831726
383,16,23,106.96792602539062,50.15172543847916,150.8971781730652,134.8226266503334,147.1257426738739,142.9033341407776,131.3932237625122,154.19273161888125
384,17,0,108.09612274169922,81.06656552196667,152.59468579292297,125.02477359771729,144.962033867836,154.16441535949707,154.69231629371643,152.77162182331085
385,17,1,109.18283081054688,81.06656552196667,134.6867983341217,136.6500118970871,153.19271159172058,159.54280281066897,155.16046631336212,148.97284650802612
386,17,2,109.3627700805664,81.06656552196667,163.53163838386536,141.92684745788574,112.1049502491951,148.3137140274048,135.3771252632141,146.85011267662048
387,17,3,118.0752944946289,81.06656552196667,150.24762678146362,155.4184377193451,178.15536546707153,170.30093908309937,136.14150309562683,143.53522062301636
388,17,4,127.69747161865234,81.06656552196667,150.6096911430359,150.938143491745,150.5017113685608,153.56151938438416,155.7493292093277,148.26509070396423
389,17,5,135.8477325439453,81.06656552196667,161.83841061592102,156.86443400382996,154.22982478141785,165.6668107509613,159.8436478972435,158.32806634902954
390,17,6,140.43692016601562,81.06656552196667,168.56908184289932,167.84119248390198,164.99918484687805,159.08599281311035,170.71905279159546,180.8994822502136
391,17,7,158.35423278808594,81.06656552196667,181.1226267814636,172.15905332565308,184.997971534729,177.02644515037537,163.73665308952332,173.27196669578552
392,17,8,164.9292755126953,81.06656552196667,157.79243075847626,150.38744348287582,138.99186718463898,146.27659592032433,116.07423251867294,159.3485285639763
393,17,9,150.32940673828125,81.06656552196667,125.7994263768196,145.33485382795334,146.410546541214,144.55709612369537,121.71571362018584,146.45321533083916
394,17,10,145.85577392578125,81.06656552196667,68.78043508529663,77.36430096626282,66.17316555976868,82.83138608932495,48.8042221069336,66.31711387634277
395,17,11,153.41831970214844,81.06656552196667,49.46616196632385,70.30165684223175,49.19563674926758,81.7480800151825,33.81406247615814,49.24344086647034
396,17,12,151.43582153320312,81.06656552196667,25.92492747306824,48.28488600254059,37.34797370433808,43.67177712917328,44.30546593666077,18.145800590515137
